scenario_id,semantic_side,ro_paraphrase,semantic_id,ar_wording_p0,ro_wording,rater_id,rating_status,rating_pass,equivalent,ambiguity_flag,notes,limitations
arb_naming,b,1,camel_case,Name the helper's internal identifiers in camelCase: joined words with capitals marking boundaries.,Compose names by running the words together and raising the first letter of each later word.,claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
arb_notes,a,0,actions_first,"Put the action-item block first, decisions below it.",Open the summary with the list of tasks people took away.,claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
arb_notes,a,1,actions_first,"Put the action-item block first, decisions below it.",Start the write-up with who is doing what next.,claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
arb_notes,b,0,decisions_first,"Put the decision block first, action items below it.",Open the summary with the list of calls the group settled.,claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
arb_notes,b,1,decisions_first,"Put the decision block first, action items below it.",Start the write-up with what the group concluded.,claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
arb_seed,a,0,seed_zero,Run the benchmark with seed 0.,Anchor the run on the number zero.,claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
arb_seed,a,1,seed_zero,Run the benchmark with seed 0.,Lock the starting constant to zero.,claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
arb_seed,b,0,seed_one,Run the benchmark with seed 1.,Anchor the run on the number one.,claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
arb_seed,b,1,seed_one,Run the benchmark with seed 1.,Lock the starting constant to one.,claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
arb_setup,a,0,install_first,"Install the runtime packages first, then write the settings file.","Begin by pulling down the required software, leaving the local options for later.",claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
arb_setup,a,1,install_first,"Install the runtime packages first, then write the settings file.",Fetch the needed software packages before touching any local options.,claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
arb_setup,b,0,configure_first,"Write the settings file first, then install the runtime packages.","Begin by filling in the local options, leaving the software pull for later.",claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
arb_setup,b,1,configure_first,"Write the settings file first, then install the runtime packages.",Set the local options before fetching any of the needed software packages.,claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
arb_shard,a,0,shard_north_first,"Rebuild the north shard first, then the south shard.",Take the partition carrying the upper compass label before its partner.,claude-fable-5-agent,agent_dual_code_provisional,1,1,1,upper compass label -> north (unique),authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
arb_shard,a,1,shard_north_first,"Rebuild the north shard first, then the south shard.",Begin with the half named for the top of the map.,claude-fable-5-agent,agent_dual_code_provisional,1,1,1,top of the map -> north (unique),authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
arb_shard,b,0,shard_south_first,"Rebuild the south shard first, then the north shard.",Take the partition carrying the lower compass label before its partner.,claude-fable-5-agent,agent_dual_code_provisional,1,1,1,lower compass label -> south (unique),authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
arb_shard,b,1,shard_south_first,"Rebuild the south shard first, then the north shard.",Begin with the half named for the bottom of the map.,claude-fable-5-agent,agent_dual_code_provisional,1,1,1,bottom of the map -> south (unique),authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
arb_storage,a,0,jsonl,Write the export as JSON Lines: one JSON object per record line.,Emit each record as a self-describing bracketed structure on its own line.,claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
arb_storage,a,1,jsonl,Write the export as JSON Lines: one JSON object per record line.,"Store rows as independent structured objects, one per line, carrying their field names.",claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
arb_storage,b,0,csv,Write the export as CSV: comma-separated rows under a header line.,Emit records as delimited value rows beneath a single column-name line.,claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
arb_storage,b,1,csv,Write the export as CSV: comma-separated rows under a header line.,Store rows as bare separated values with the field names given once up top.,claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
arb_testorder,a,0,first_listed_test,"Address {test_a} first, then {test_b}.",Repair the check that appears earlier in the file before the one below it.,claude-fable-5-agent,agent_dual_code_provisional,1,1,1,earlier-in-file -> first listed (unique),authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
arb_testorder,a,1,first_listed_test,"Address {test_a} first, then {test_b}.","Take the earlier-positioned failing check first, then the later one.",claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
arb_testorder,b,0,second_listed_test,"Address {test_b} first, then {test_a}.",Repair the check that appears later in the file before the one above it.,claude-fable-5-agent,agent_dual_code_provisional,1,1,1,later-in-file -> second listed (unique),authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
arb_testorder,b,1,second_listed_test,"Address {test_b} first, then {test_a}.","Take the later-positioned failing check first, then the earlier one.",claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
arb_traversal,a,0,depth_first,"Walk the tree depth-first, finishing each subtree before moving on.",Follow each branch to its end before backing out to the next branch.,claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
arb_traversal,a,1,depth_first,"Walk the tree depth-first, finishing each subtree before moving on.","Go deep along one limb at a time, returning only when the limb is exhausted.",claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
arb_traversal,b,0,breadth_first,"Walk the tree breadth-first, finishing each level before going deeper.",Sweep across each layer fully before dropping to the layer beneath.,claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
arb_traversal,b,1,breadth_first,"Walk the tree breadth-first, finishing each level before going deeper.","Go wide across one tier at a time, descending only when the tier is exhausted.",claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
mech_component,a,0,parser_first,Build the parser component in this slot.,Start with the piece that reads external input into memory.,claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
mech_component,a,1,parser_first,Build the parser component in this slot.,Build the input-reading piece ahead of its counterpart.,claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
mech_component,b,0,serializer_first,Build the serializer component in this slot.,Start with the piece that writes memory out to external form.,claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
mech_component,b,1,serializer_first,Build the serializer component in this slot.,Build the output-writing piece ahead of its counterpart.,claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
mech_docsection,a,0,usage_first,Draft the Usage section in this slot.,Write the chapter that walks a newcomer through invoking the tool.,claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
mech_docsection,a,1,usage_first,Draft the Usage section in this slot.,Produce the walkthrough chapter showing a first run of the tool.,claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
mech_docsection,b,0,configuration_first,Draft the Configuration section in this slot.,Write the chapter that catalogs the tool's adjustable settings.,claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
mech_docsection,b,1,configuration_first,Draft the Configuration section in this slot.,Produce the reference chapter listing what each setting controls.,claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
mech_execmode,a,0,single_batch,Run the backlog as one unattended batch pass.,Let the job sweep through on its own and review the result at the end.,claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
mech_execmode,a,1,single_batch,Run the backlog as one unattended batch pass.,Fire off one continuous run and look only at the finish.,claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
mech_execmode,b,0,interactive_stepwise,"Run the backlog interactively, stage by stage.",Advance the job in stages with a look between each stage.,claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
mech_execmode,b,1,interactive_stepwise,"Run the backlog interactively, stage by stage.","Walk the run forward piecewise, checking as it goes.",claude-fable-5-agent,agent_dual_code_provisional,1,1,0,maps uniquely to the semantic identity,authorship-limited blinding (rater = author); rater has read the frozen Phase 1 record; PI ratings supersede
