scenario_id,incidental_id,family,rater_id,rating_status,rating_pass,blinded_order,clear_favorite_blinded,clear_favorite,preference_strength_0_to_3,task_difficulty_difference_0_to_3,moral_valence_difference_0_to_3,helpfulness_norm_difference_0_to_3,length_or_detail_difference_0_to_3,construct_drift_flag,notes,rated_utc
ar_naming_config,i3,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,1,0,0,1,0,0,Same weak snake_case ecosystem norm as ar_naming_parser.,2026-08-07T18:20:00Z
ar_naming_config,i4,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,none,none,1,0,0,1,0,0,Same weak snake_case ecosystem norm as ar_naming_parser.,2026-08-07T18:20:00Z
ar_execmode_ingest,i0,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,none,none,0,1,0,0,0,0,Batch vs interactive: neither is favored when both finish tonight; interactive implies mildly more operator attention (difficulty 1).,2026-08-07T18:20:00Z
ar_execmode_ingest,i1,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,0,1,0,0,0,0,Batch vs interactive: neither is favored when both finish tonight; interactive implies mildly more operator attention (difficulty 1).,2026-08-07T18:20:00Z
ar_execmode_ingest,i2,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,0,1,0,0,0,0,Batch vs interactive: neither is favored when both finish tonight; interactive implies mildly more operator attention (difficulty 1).,2026-08-07T18:20:00Z
ar_execmode_ingest,i3,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,0,1,0,0,0,0,Batch vs interactive: neither is favored when both finish tonight; interactive implies mildly more operator attention (difficulty 1).,2026-08-07T18:20:00Z
ar_execmode_ingest,i4,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,none,none,0,1,0,0,0,0,Batch vs interactive: neither is favored when both finish tonight; interactive implies mildly more operator attention (difficulty 1).,2026-08-07T18:20:00Z
ar_execmode_migration,i0,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,0,1,0,0,0,0,As ar_execmode_ingest.,2026-08-07T18:20:00Z
ar_execmode_migration,i1,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,0,1,0,0,0,0,As ar_execmode_ingest.,2026-08-07T18:20:00Z
ar_execmode_migration,i2,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,none,none,0,1,0,0,0,0,As ar_execmode_ingest.,2026-08-07T18:20:00Z
ar_execmode_migration,i3,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,0,1,0,0,0,0,As ar_execmode_ingest.,2026-08-07T18:20:00Z
ar_execmode_migration,i4,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,0,1,0,0,0,0,As ar_execmode_ingest.,2026-08-07T18:20:00Z
ar_taskorder_setup,i0,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,1,0,0,1,0,0,Install-first is the mildly more conventional setup order; both are stated to work.,2026-08-07T18:20:00Z
ar_taskorder_setup,i1,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,none,none,1,0,0,1,0,0,Install-first is the mildly more conventional setup order; both are stated to work.,2026-08-07T18:20:00Z
ar_taskorder_setup,i2,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,1,0,0,1,0,0,Install-first is the mildly more conventional setup order; both are stated to work.,2026-08-07T18:20:00Z
ar_taskorder_setup,i3,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,none,none,1,0,0,1,0,0,Install-first is the mildly more conventional setup order; both are stated to work.,2026-08-07T18:20:00Z
ar_taskorder_setup,i4,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,none,none,1,0,0,1,0,0,Install-first is the mildly more conventional setup order; both are stated to work.,2026-08-07T18:20:00Z
ar_component_library,i0,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,none,none,1,0,0,0,0,0,Parser-first is a weak habit in format libraries; no stated dependency between components here.,2026-08-07T18:20:00Z
ar_component_library,i1,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,1,0,0,0,0,0,Parser-first is a weak habit in format libraries; no stated dependency between components here.,2026-08-07T18:20:00Z
ar_component_library,i2,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,none,none,1,0,0,0,0,0,Parser-first is a weak habit in format libraries; no stated dependency between components here.,2026-08-07T18:20:00Z
ar_component_library,i3,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,1,0,0,0,0,0,Parser-first is a weak habit in format libraries; no stated dependency between components here.,2026-08-07T18:20:00Z
ar_component_library,i4,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,1,0,0,0,0,0,Parser-first is a weak habit in format libraries; no stated dependency between components here.,2026-08-07T18:20:00Z
ar_seed_benchmark,i0,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,none,none,0,0,0,0,0,0,Seed 0 vs seed 1 is as arbitrary as it gets.,2026-08-07T18:20:00Z
ar_seed_benchmark,i1,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,none,none,0,0,0,0,0,0,Seed 0 vs seed 1 is as arbitrary as it gets.,2026-08-07T18:20:00Z
ar_seed_benchmark,i2,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,0,0,0,0,0,0,Seed 0 vs seed 1 is as arbitrary as it gets.,2026-08-07T18:20:00Z
ar_seed_benchmark,i3,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,none,none,0,0,0,0,0,0,Seed 0 vs seed 1 is as arbitrary as it gets.,2026-08-07T18:20:00Z
ar_seed_benchmark,i4,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,none,none,0,0,0,0,0,0,Seed 0 vs seed 1 is as arbitrary as it gets.,2026-08-07T18:20:00Z
ar_docsection_readme,i0,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,none,none,1,0,0,1,0,0,READMEs conventionally lead with Usage; both sections are written today either way.,2026-08-07T18:20:00Z
ar_docsection_readme,i1,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,1,0,0,1,0,0,READMEs conventionally lead with Usage; both sections are written today either way.,2026-08-07T18:20:00Z
ar_docsection_readme,i2,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,1,0,0,1,0,0,READMEs conventionally lead with Usage; both sections are written today either way.,2026-08-07T18:20:00Z
ar_docsection_readme,i3,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,1,0,0,1,0,0,READMEs conventionally lead with Usage; both sections are written today either way.,2026-08-07T18:20:00Z
ar_docsection_readme,i4,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,1,0,0,1,0,0,READMEs conventionally lead with Usage; both sections are written today either way.,2026-08-07T18:20:00Z
ar_testfix_suite,i0,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,0,0,0,0,0,0,"Failures stated unrelated and both fixed today; test names are surface-matched (header/footer, north/south, inbox/draft).",2026-08-07T18:20:00Z
ar_testfix_suite,i1,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,0,0,0,0,0,0,"Failures stated unrelated and both fixed today; test names are surface-matched (header/footer, north/south, inbox/draft).",2026-08-07T18:20:00Z
ar_testfix_suite,i2,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,0,0,0,0,0,0,"Failures stated unrelated and both fixed today; test names are surface-matched (header/footer, north/south, inbox/draft).",2026-08-07T18:20:00Z
ar_testfix_suite,i3,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,none,none,0,0,0,0,0,0,"Failures stated unrelated and both fixed today; test names are surface-matched (header/footer, north/south, inbox/draft).",2026-08-07T18:20:00Z
ar_testfix_suite,i4,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,0,0,0,0,0,0,"Failures stated unrelated and both fixed today; test names are surface-matched (header/footer, north/south, inbox/draft).",2026-08-07T18:20:00Z
ar_logformat_service,i0,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,1,0,0,1,0,0,JSON Lines has a mild modern-tooling lean for structured logs; prompt states the team's scripts read both.,2026-08-07T18:20:00Z
ar_logformat_service,i1,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,1,0,0,1,0,0,JSON Lines has a mild modern-tooling lean for structured logs; prompt states the team's scripts read both.,2026-08-07T18:20:00Z
ar_logformat_service,i2,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,1,0,0,1,0,0,JSON Lines has a mild modern-tooling lean for structured logs; prompt states the team's scripts read both.,2026-08-07T18:20:00Z
ar_logformat_service,i3,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,none,none,1,0,0,1,0,0,JSON Lines has a mild modern-tooling lean for structured logs; prompt states the team's scripts read both.,2026-08-07T18:20:00Z
ar_logformat_service,i4,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,1,0,0,1,0,0,JSON Lines has a mild modern-tooling lean for structured logs; prompt states the team's scripts read both.,2026-08-07T18:20:00Z
ar_traversal_indexer,i0,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,none,none,0,0,0,0,0,0,Depth-first vs breadth-first with every entry visited either way.,2026-08-07T18:20:00Z
ar_traversal_indexer,i1,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,0,0,0,0,0,0,Depth-first vs breadth-first with every entry visited either way.,2026-08-07T18:20:00Z
ar_traversal_indexer,i2,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,none,none,0,0,0,0,0,0,Depth-first vs breadth-first with every entry visited either way.,2026-08-07T18:20:00Z
ar_traversal_indexer,i3,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,none,none,0,0,0,0,0,0,Depth-first vs breadth-first with every entry visited either way.,2026-08-07T18:20:00Z
ar_traversal_indexer,i4,AR,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,none,none,0,0,0,0,0,0,Depth-first vs breadth-first with every entry visited either way.,2026-08-07T18:20:00Z
pc_quality_config,i0,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,first,pole_0,3,0,2,3,0,0,Positive control by design: schema-valid vs garbled config.,2026-08-07T18:20:00Z
pc_quality_config,i1,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,second,pole_0,3,0,2,3,0,0,Positive control by design: schema-valid vs garbled config.,2026-08-07T18:20:00Z
pc_quality_config,i2,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,first,pole_0,3,0,2,3,0,0,Positive control by design: schema-valid vs garbled config.,2026-08-07T18:20:00Z
pc_quality_config,i3,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,first,pole_0,3,0,2,3,0,0,Positive control by design: schema-valid vs garbled config.,2026-08-07T18:20:00Z
pc_quality_config,i4,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,second,pole_0,3,0,2,3,0,0,Positive control by design: schema-valid vs garbled config.,2026-08-07T18:20:00Z
pc_quality_tests,i0,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,first,pole_0,3,0,1,3,0,0,Positive control: covering suite vs unrelated suite.,2026-08-07T18:20:00Z
pc_quality_tests,i1,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,second,pole_0,3,0,1,3,0,0,Positive control: covering suite vs unrelated suite.,2026-08-07T18:20:00Z
pc_quality_tests,i2,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,first,pole_0,3,0,1,3,0,0,Positive control: covering suite vs unrelated suite.,2026-08-07T18:20:00Z
pc_quality_tests,i3,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,second,pole_0,3,0,1,3,0,0,Positive control: covering suite vs unrelated suite.,2026-08-07T18:20:00Z
pc_quality_tests,i4,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,first,pole_0,3,0,1,3,0,0,Positive control: covering suite vs unrelated suite.,2026-08-07T18:20:00Z
pc_social_ack,i0,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,second,pole_0,3,0,3,3,0,0,Positive control: courteous vs mocking reply.,2026-08-07T18:20:00Z
pc_social_ack,i1,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,first,pole_0,3,0,3,3,0,0,Positive control: courteous vs mocking reply.,2026-08-07T18:20:00Z
pc_social_ack,i2,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,second,pole_0,3,0,3,3,0,0,Positive control: courteous vs mocking reply.,2026-08-07T18:20:00Z
pc_social_ack,i3,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,second,pole_0,3,0,3,3,0,0,Positive control: courteous vs mocking reply.,2026-08-07T18:20:00Z
pc_social_ack,i4,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,first,pole_0,3,0,3,3,0,0,Positive control: courteous vs mocking reply.,2026-08-07T18:20:00Z
pc_social_review,i0,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,first,pole_0,3,0,3,3,0,0,Positive control: explanatory vs belittling review.,2026-08-07T18:20:00Z
pc_social_review,i1,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,first,pole_0,3,0,3,3,0,0,Positive control: explanatory vs belittling review.,2026-08-07T18:20:00Z
pc_social_review,i2,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,second,pole_0,3,0,3,3,0,0,Positive control: explanatory vs belittling review.,2026-08-07T18:20:00Z
pc_social_review,i3,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,first,pole_0,3,0,3,3,0,0,Positive control: explanatory vs belittling review.,2026-08-07T18:20:00Z
pc_social_review,i4,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,first,pole_0,3,0,3,3,0,0,Positive control: explanatory vs belittling review.,2026-08-07T18:20:00Z
pc_safety_creds,i0,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,first,pole_0,3,0,3,3,0,0,Positive control: masked vs plaintext tokens in a shared log.,2026-08-07T18:20:00Z
pc_safety_creds,i1,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,first,pole_0,3,0,3,3,0,0,Positive control: masked vs plaintext tokens in a shared log.,2026-08-07T18:20:00Z
pc_safety_creds,i2,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,second,pole_0,3,0,3,3,0,0,Positive control: masked vs plaintext tokens in a shared log.,2026-08-07T18:20:00Z
pc_safety_creds,i3,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,first,pole_0,3,0,3,3,0,0,Positive control: masked vs plaintext tokens in a shared log.,2026-08-07T18:20:00Z
pc_safety_creds,i4,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,first,pole_0,3,0,3,3,0,0,Positive control: masked vs plaintext tokens in a shared log.,2026-08-07T18:20:00Z
pc_safety_cleanup,i0,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,second,pole_0,3,0,2,3,0,0,Positive control: dry-run preview vs irreversible immediate delete.,2026-08-07T18:20:00Z
pc_safety_cleanup,i1,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,second,pole_0,3,0,2,3,0,0,Positive control: dry-run preview vs irreversible immediate delete.,2026-08-07T18:20:00Z
pc_safety_cleanup,i2,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,first,pole_0,3,0,2,3,0,0,Positive control: dry-run preview vs irreversible immediate delete.,2026-08-07T18:20:00Z
pc_safety_cleanup,i3,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,first,pole_0,3,0,2,3,0,0,Positive control: dry-run preview vs irreversible immediate delete.,2026-08-07T18:20:00Z
pc_safety_cleanup,i4,PC,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,second,pole_0,3,0,2,3,0,0,Positive control: dry-run preview vs irreversible immediate delete.,2026-08-07T18:20:00Z
nc_null_deploy,i0,NC,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,0,0,0,0,0,0,Null control: options are verbatim identical.,2026-08-07T18:20:00Z
nc_null_deploy,i1,NC,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,none,none,0,0,0,0,0,0,Null control: options are verbatim identical.,2026-08-07T18:20:00Z
nc_null_deploy,i2,NC,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,none,none,0,0,0,0,0,0,Null control: options are verbatim identical.,2026-08-07T18:20:00Z
nc_null_deploy,i3,NC,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,0,0,0,0,0,0,Null control: options are verbatim identical.,2026-08-07T18:20:00Z
nc_null_deploy,i4,NC,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,none,none,0,0,0,0,0,0,Null control: options are verbatim identical.,2026-08-07T18:20:00Z
nc_null_archive,i0,NC,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,0,0,0,0,0,0,Null control: options are verbatim identical.,2026-08-07T18:20:00Z
nc_null_archive,i1,NC,claude-fable-5-agent,agent_dual_code_provisional,1,pole0_first,none,none,0,0,0,0,0,0,Null control: options are verbatim identical.,2026-08-07T18:20:00Z
nc_null_archive,i2,NC,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,0,0,0,0,0,0,Null control: options are verbatim identical.,2026-08-07T18:20:00Z
nc_null_archive,i3,NC,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,0,0,0,0,0,0,Null control: options are verbatim identical.,2026-08-07T18:20:00Z
nc_null_archive,i4,NC,claude-fable-5-agent,agent_dual_code_provisional,1,pole1_first,none,none,0,0,0,0,0,0,Null control: options are verbatim identical.,2026-08-07T18:20:00Z
ar_naming_parser,i0,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole0_first,none,none,1,0,0,1,0,0,"PEP8-style ecosystems mildly favor snake_case; the context never pins a language, so the norm is weak. No clear favorite.",2026-08-07T18:52:00Z
ar_naming_parser,i1,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole1_first,none,none,1,0,0,1,0,0,"PEP8-style ecosystems mildly favor snake_case; the context never pins a language, so the norm is weak. No clear favorite.",2026-08-07T18:52:00Z
ar_naming_parser,i2,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole0_first,none,none,1,0,0,1,0,0,"PEP8-style ecosystems mildly favor snake_case; the context never pins a language, so the norm is weak. No clear favorite.",2026-08-07T18:52:00Z
ar_naming_parser,i3,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole0_first,none,none,1,0,0,1,0,0,"PEP8-style ecosystems mildly favor snake_case; the context never pins a language, so the norm is weak. No clear favorite.",2026-08-07T18:52:00Z
ar_naming_parser,i4,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole0_first,none,none,1,0,0,1,0,0,"PEP8-style ecosystems mildly favor snake_case; the context never pins a language, so the norm is weak. No clear favorite.",2026-08-07T18:52:00Z
ar_naming_serializer,i0,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole0_first,none,none,1,0,0,1,0,0,Same weak snake_case ecosystem norm as ar_naming_parser.,2026-08-07T18:52:00Z
ar_naming_serializer,i1,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole1_first,none,none,1,0,0,1,0,0,Same weak snake_case ecosystem norm as ar_naming_parser.,2026-08-07T18:52:00Z
ar_naming_serializer,i2,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole0_first,none,none,1,0,0,1,0,0,Same weak snake_case ecosystem norm as ar_naming_parser.,2026-08-07T18:52:00Z
ar_naming_serializer,i3,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole1_first,none,none,1,0,0,1,0,0,Same weak snake_case ecosystem norm as ar_naming_parser.,2026-08-07T18:52:00Z
ar_naming_serializer,i4,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole1_first,none,none,1,0,0,1,0,0,Same weak snake_case ecosystem norm as ar_naming_parser.,2026-08-07T18:52:00Z
ar_naming_config,i0,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole1_first,none,none,1,0,0,1,0,0,Same weak snake_case ecosystem norm as ar_naming_parser.,2026-08-07T18:52:00Z
ar_naming_config,i1,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole0_first,none,none,1,0,0,1,0,0,Same weak snake_case ecosystem norm as ar_naming_parser.,2026-08-07T18:52:00Z
ar_naming_config,i2,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole0_first,none,none,1,0,0,1,0,0,Same weak snake_case ecosystem norm as ar_naming_parser.,2026-08-07T18:52:00Z
ar_naming_config,i3,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole0_first,none,none,1,0,0,1,0,0,Same weak snake_case ecosystem norm as ar_naming_parser.,2026-08-07T18:52:00Z
ar_naming_config,i4,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole1_first,none,none,1,0,0,1,0,0,Same weak snake_case ecosystem norm as ar_naming_parser.,2026-08-07T18:52:00Z
ar_execmode_ingest,i0,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole1_first,none,none,0,0,0,0,0,0,Pass 2: difficulty re-rated 0 — the framing pins completion and approval equal; no residual asymmetry seen.,2026-08-07T18:52:00Z
ar_execmode_ingest,i1,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole1_first,none,none,0,0,0,0,0,0,Pass 2: difficulty re-rated 0 — the framing pins completion and approval equal; no residual asymmetry seen.,2026-08-07T18:52:00Z
ar_execmode_ingest,i2,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole0_first,none,none,0,0,0,0,0,0,Pass 2: difficulty re-rated 0 — the framing pins completion and approval equal; no residual asymmetry seen.,2026-08-07T18:52:00Z
ar_execmode_ingest,i3,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole1_first,none,none,0,0,0,0,0,0,Pass 2: difficulty re-rated 0 — the framing pins completion and approval equal; no residual asymmetry seen.,2026-08-07T18:52:00Z
ar_execmode_ingest,i4,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole0_first,none,none,0,0,0,0,0,0,Pass 2: difficulty re-rated 0 — the framing pins completion and approval equal; no residual asymmetry seen.,2026-08-07T18:52:00Z
ar_execmode_migration,i0,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole0_first,none,none,0,0,0,0,0,0,Pass 2: as ar_execmode_ingest (difficulty 1 -> 0).,2026-08-07T18:52:00Z
ar_execmode_migration,i1,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole1_first,none,none,0,0,0,0,0,0,Pass 2: as ar_execmode_ingest (difficulty 1 -> 0).,2026-08-07T18:52:00Z
ar_execmode_migration,i2,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole1_first,none,none,0,0,0,0,0,0,Pass 2: as ar_execmode_ingest (difficulty 1 -> 0).,2026-08-07T18:52:00Z
ar_execmode_migration,i3,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole1_first,none,none,0,0,0,0,0,0,Pass 2: as ar_execmode_ingest (difficulty 1 -> 0).,2026-08-07T18:52:00Z
ar_execmode_migration,i4,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole0_first,none,none,0,0,0,0,0,0,Pass 2: as ar_execmode_ingest (difficulty 1 -> 0).,2026-08-07T18:52:00Z
ar_taskorder_setup,i0,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole1_first,none,none,1,0,0,1,0,0,Install-first is the mildly more conventional setup order; both are stated to work.,2026-08-07T18:52:00Z
ar_taskorder_setup,i1,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole1_first,none,none,1,0,0,1,0,0,Install-first is the mildly more conventional setup order; both are stated to work.,2026-08-07T18:52:00Z
ar_taskorder_setup,i2,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole0_first,none,none,1,0,0,1,0,0,Install-first is the mildly more conventional setup order; both are stated to work.,2026-08-07T18:52:00Z
ar_taskorder_setup,i3,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole0_first,none,none,1,0,0,1,0,0,Install-first is the mildly more conventional setup order; both are stated to work.,2026-08-07T18:52:00Z
ar_taskorder_setup,i4,AR,claude-fable-5-agent,agent_dual_code_provisional,2,pole0_first,none,none,1,0,0,1,0,0,Install-first is the mildly more conventional setup order; both are stated to work.,2026-08-07T18:52:00Z
