target_id,description,frozen_value,reconstructed_value,method,status,source_paths,notes
s1_L22_bootstrap_tre,"declared-dose (eps 0.10) prompt-bootstrap tangent_relative_error at L22 (estimate, ci95, seed)","1.3569144747808446 ci95=[1.0132873480989342, 3.3355853856392974] seed=240824","1.3569144747808446 ci95=[1.0132873480989342, 3.3355853856392974] seed=240824",recomputed_from_registered_rows_frozen_code,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_20260802/metrics/gemma_target/gm-jvp-gemma-stage1-v1/gemma_stage1_rows.parquet,seed = frozen 240802 + layer; 5000 draws; numpy 2.0.2 (same as run env)
s1_L30_bootstrap_tre,"declared-dose (eps 0.10) prompt-bootstrap tangent_relative_error at L30 (estimate, ci95, seed)","1.572969058591358 ci95=[1.4457852496973689, 1.8705856100689189] seed=240832","1.572969058591358 ci95=[1.4457852496973689, 1.8705856100689189] seed=240832",recomputed_from_registered_rows_frozen_code,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_20260802/metrics/gemma_target/gm-jvp-gemma-stage1-v1/gemma_stage1_rows.parquet,seed = frozen 240802 + layer; 5000 draws; numpy 2.0.2 (same as run env)
s1_L37_bootstrap_tre,"declared-dose (eps 0.10) prompt-bootstrap tangent_relative_error at L37 (estimate, ci95, seed)","3.5249945517148014 ci95=[3.1314209956894814, 4.158700986575693] seed=240839","3.5249945517148014 ci95=[3.1314209956894814, 4.158700986575693] seed=240839",recomputed_from_registered_rows_frozen_code,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_20260802/metrics/gemma_target/gm-jvp-gemma-stage1-v1/gemma_stage1_rows.parquet,seed = frozen 240802 + layer; 5000 draws; numpy 2.0.2 (same as run env)
s1_L44_bootstrap_tre,"declared-dose (eps 0.10) prompt-bootstrap tangent_relative_error at L44 (estimate, ci95, seed)","5.364652422353116 ci95=[5.173569741121466, 6.29218961902985] seed=240846","5.364652422353116 ci95=[5.173569741121466, 6.29218961902985] seed=240846",recomputed_from_registered_rows_frozen_code,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_20260802/metrics/gemma_target/gm-jvp-gemma-stage1-v1/gemma_stage1_rows.parquet,seed = frozen 240802 + layer; 5000 draws; numpy 2.0.2 (same as run env)
s1_L52_bootstrap_tre,"declared-dose (eps 0.10) prompt-bootstrap tangent_relative_error at L52 (estimate, ci95, seed)","4.385608721499301 ci95=[4.010356274283009, 5.033870017291542] seed=240854","4.385608721499301 ci95=[4.010356274283009, 5.033870017291542] seed=240854",recomputed_from_registered_rows_frozen_code,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_20260802/metrics/gemma_target/gm-jvp-gemma-stage1-v1/gemma_stage1_rows.parquet,seed = frozen 240802 + layer; 5000 draws; numpy 2.0.2 (same as run env)
s1_curvature_classification_counts,Huber-IRLS floor/curvature fit classification counts (120 fits),"{""curvature_dominant"": 35, ""mixed_bias_and_curvature"": 83, ""quantization_floor_limited"": 2} of 120","{""curvature_dominant"": 35, ""mixed_bias_and_curvature"": 83, ""quantization_floor_limited"": 2} of 120",recomputed_from_registered_rows_frozen_code,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_20260802/metrics/gemma_target/gm-jvp-gemma-stage1-v1/gemma_stage1_rows.parquet,
s1_wrong_hook_sentinel,wrong-hook sentinel relative L2 error vs frozen 0.10 floor,"0.335503488779068 (floor 0.1, pass)","0.335503488779068 (floor 0.1, pass=True)",hash_verified_artifact_field,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_20260802/metrics/gemma_target/gm-jvp-gemma-stage1-v1/gemma_stage1_summary.json,model-side sentinel; requires GPU forward pass to recompute
bp_all_slot_relative_error,historical all-slot (8x5376 elements) primary-vs-fallback exact-JVP relative error,0.0024581113830208778,0.002458111383020878,cross_artifact_consistency,numerically_identical_render_diff,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_20260802/metrics/gemma_target/gm-jvp-gemma-backend-parity-v1.json; /content/drive/MyDrive/interpret/special-lab-1/gemma_transport_20260802/metrics/gemma_target/gm-jvp-gemma-backend-parity-v1.pt,"same float64; canonical repr 0.002458111383020878; asserted identically by parity JSON, gm2 relicense decision, licensed sentence, and both registry events; all-slot tangents not in released .pt (selected slot only) so no tensor-level recompute"
bp_all_slot_supporting,all-slot cosine and max absolute difference for the failed gate,cosine 0.9999995827674866; max_abs 0.0390625,cosine 0.9999995827674866; max_abs 0.0390625,hash_verified_artifact_field,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_20260802/metrics/gemma_target/gm-jvp-gemma-backend-parity-v1.json; /content/drive/MyDrive/interpret/special-lab-1/gemma_transport_20260802/metrics/gemma_target/gm-jvp-gemma-backend-parity-v1.pt,
bp_selected_slot_bit_identical,selected scientific slot: torch.func.jvp vs torch.autograd.functional.jvp tangents bit-identical,"True (relative_error 0.0, max_abs 0.0)","bytes_equal=True, max_abs=0.0",recomputed_from_registered_raw_tensors,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_20260802/metrics/gemma_target/gm-jvp-gemma-backend-parity-v1.pt,raw byte comparison of released float32 tensors incl. stored Stage-1 copy
bp_selected_mismatch_metrics,"selected Stage-1 mismatch row metrics (cosine, rel-err, gain, norms) recomputed from raw tensors","cos -0.0004454520530998707, rel_err 2.771816452016215, gain 2.584696124460543","cos -0.0004454520530998707, rel_err 2.771816452016215, gain 2.584696124460543",recomputed_from_registered_raw_tensors,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_20260802/metrics/gemma_target/gm-jvp-gemma-backend-parity-v1.pt,worst relative deviation 0.000e+00 (float32 transport_metrics semantics on CPU); stage1_mismatch_reproduced=true in artifact
bp_gate_ceiling,"precommitted all-slot backend relative-error ceiling (frozen pre-run config, sha-verified)",1e-5,1e-05,hash_verified_artifact_field,byte_identical,/content/labs/interpretability/jspace_gemma/configs/gm_g1_backend_parity.yaml,config sha256 406ad55c1cc3b710d306c1019d230e00dbff8af959d977d2bbe4f1ed4cdcfad2 == registered inputs.config_sha256
bp_verdict,backend parity verdict: 0.0024581113830208778 > 1e-5 so the gate fails (correctly),backend_parity_pass=false; sole failed criterion backend_tangent_all_slots,"recomputed 0.002458111383020878 > 1e-05 -> fail=True; artifact backend_parity_pass=False, criteria.backend_tangent_all_slots=False, other_criteria_all_true=True",recomputed_from_registered_rows_independent,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_20260802/metrics/gemma_target/gm-jvp-gemma-backend-parity-v1.json; /content/drive/MyDrive/interpret/special-lab-1/gemma_transport_20260802/metrics/gemma_target/gm-jvp-gemma-backend-parity-v1.pt,
g21_counts,"G2.1 registered grid size (backend pairs, pair summaries, full/nested rows)",216 full pairs; 232 pair summaries; 936 full + 72 nested rows (1008),216 full pairs; 232 pair summaries; 936 full + 72 nested rows (1008),recomputed_from_registered_rows_frozen_code,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_2_20260803/raw/gm2-backend-parity-calibration-v1/backend_rows.parquet; /content/drive/MyDrive/interpret/special-lab-1/gemma_transport_2_20260803/raw/gm2-backend-parity-calibration-v1/pair_summaries.json,232 = 216 full + 8 attention_only + 8 mlp_only nested op pairs; valid_full=936
g21_pooled_q99,pooled all-batches q99 of backend tangent_relative_error (936 valid full rows),0.026234563004519824,0.026234563004519824,recomputed_from_registered_rows_independent,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_2_20260803/raw/gm2-backend-parity-calibration-v1/backend_rows.parquet,
g21_ten_quanta_q99,pooled q99 of ten-bfloat16-quantum relative equivalent,0.06532100783179973,0.06532100783179973,recomputed_from_registered_rows_independent,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_2_20260803/raw/gm2-backend-parity-calibration-v1/backend_rows.parquet,
g21_ceiling,"frozen pooled ceiling = max(3*q99_disagreement, q99_ten_quanta) recomputed from grid rows",0.07870368901355948,0.07870368901355948,recomputed_from_registered_rows_independent,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_2_20260803/raw/gm2-backend-parity-calibration-v1/backend_rows.parquet,binding term is 3*q99_disagreement=0.07870368901355948 > q99_ten_quanta=0.06532100783179973
g21_frozen_code_replay,frozen backend_calibration.derive_calibration replay equals registered calibration_summary,pooled q99=0.026234563004519824; ten-quanta q99=0.06532100783179973; ceiling=0.07870368901355948; licensed pooled=0.07870368901355948,pooled q99=0.026234563004519824; ten-quanta q99=0.06532100783179973; ceiling=0.07870368901355948; licensed pooled=0.07870368901355948,recomputed_from_registered_rows_frozen_code,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_2_20260803/raw/gm2-backend-parity-calibration-v1/backend_rows.parquet; /content/drive/MyDrive/interpret/special-lab-1/gemma_transport_2_20260803/derived/gm2-backend-parity-calibration-v1/calibration_summary.json,
g21_prompt_bootstrap_90pct,"prompt-resampled 90% interval of the pooled ceiling (5000 draws, frozen seed 24080322)","[0.07489779624371865, 0.10392247147209241] seed 24080322","[0.07489779624371865, 0.10392247147209241] seed 24080322 median 0.07870368901355948",recomputed_from_registered_rows_frozen_code,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_2_20260803/raw/gm2-backend-parity-calibration-v1/backend_rows.parquet; /content/labs/interpretability/jspace_gemma/configs/gm2_backend_parity_calibration.yaml,"frozen artifact interval [0.07489779624371865, 0.10392247147209241]; "
g21_batch1_q99,batch-size-1 q99 of backend tangent_relative_error (n=72),0.029989831154375937,0.029989831154375937,recomputed_from_registered_rows_independent,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_2_20260803/raw/gm2-backend-parity-calibration-v1/backend_rows.parquet,
g21_batch4_q99,batch-size-4 q99 of backend tangent_relative_error (n=288),0.0349764520459505,0.0349764520459505,recomputed_from_registered_rows_independent,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_2_20260803/raw/gm2-backend-parity-calibration-v1/backend_rows.parquet,
g21_batch8_q99,batch-size-8 q99 of backend tangent_relative_error (n=576),0.025834424240268494,0.025834424240268494,recomputed_from_registered_rows_independent,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_2_20260803/raw/gm2-backend-parity-calibration-v1/backend_rows.parquet,
g21_per_model_ratio,per-model normalized-q99 floor ratio (Gemma vs OLMo); < 2.0 so the pooled ceiling applies,1.250081245916701 (< 2),"1.250081245916701 (threshold 2.0, active=False)",recomputed_from_registered_rows_frozen_code,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_2_20260803/raw/gm2-backend-parity-calibration-v1/backend_rows.parquet,"normalized q99/10-quantum: gemma 0.5166859897150206, olmo 0.4133219271969223"
g21_route,target-blind calibration route selected by the frozen router,benign_scheduling_floor,benign_scheduling_floor,recomputed_from_registered_rows_frozen_code,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_2_20260803/raw/gm2-backend-parity-calibration-v1/backend_rows.parquet,"path_ambiguity active=False, batch nuisance active=False, architecture floor active=False"
g21_licensed_ceilings,licensed ceilings block (pooled and per model) in frozen ceiling file vs replay,"{""by_model"": {""gemma4_31b"": 0.07870368901355948, ""olmo3_32b_control"": 0.07870368901355948}, ""gemma"": 0.07870368901355948, ""olmo_control"": 0.07870368901355948, ""pooled"": 0.07870368901355948}","{""by_model"": {""gemma4_31b"": 0.07870368901355948, ""olmo3_32b_control"": 0.07870368901355948}, ""gemma"": 0.07870368901355948, ""olmo_control"": 0.07870368901355948, ""pooled"": 0.07870368901355948}",recomputed_from_registered_rows_frozen_code,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_2_20260803/derived/gm2-backend-parity-calibration-v1/backend_ceiling_frozen.json; /content/drive/MyDrive/interpret/special-lab-1/gemma_transport_2_20260803/raw/gm2-backend-parity-calibration-v1/backend_rows.parquet,
g22_threshold_sha256,frozen threshold file backend_ceiling_frozen.json resolves on Drive with the registered sha256,a6dc1e2a963c21a16f477f23af7260359b2337ebab47f2d5b1ff35112e0c9515,a6dc1e2a963c21a16f477f23af7260359b2337ebab47f2d5b1ff35112e0c9515,hash_verified_artifact_field,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_2_20260803/derived/gm2-backend-parity-calibration-v1/backend_ceiling_frozen.json,"same sha registered as G2.1 output, G2.1 inputs.threshold_sha256_pre_registry, and G2.2 inputs.calibration_threshold_sha256"
g22_decision_sha256,stage1_license_decision.json resolves on Drive with the registered sha256,22b090e02909ad4dfbfb44707463bf021c0a02e7629024f015f053a72849d58c,22b090e02909ad4dfbfb44707463bf021c0a02e7629024f015f053a72849d58c,hash_verified_artifact_field,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_2_20260803/derived/gm2-stage1-relicense-v1/stage1_license_decision.json,matches gm2-stage1-relicense-v1 registered output sha256
g22_comparison,0.0024581113830208778 < frozen ceiling 0.07870368901355948 (ceiling recomputed from G2.1 rows),historical_error_lte_applicable_ceiling=true,0.002458111383020878 <= 0.07870368901355948 -> True,recomputed_from_registered_rows_independent,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_2_20260803/derived/gm2-stage1-relicense-v1/stage1_license_decision.json; /content/drive/MyDrive/interpret/special-lab-1/gemma_transport_2_20260803/derived/gm2-backend-parity-calibration-v1/backend_ceiling_frozen.json,margin factor ceiling/error = 32.017950674325085
g22_branch,G2.2 selected branch under the precommitted router,branch_1_relicense_without_recompute,recomputed branch_1_relicense_without_recompute; artifact branch_1_relicense_without_recompute; registry selected_branch branch_1_relicense_without_recompute,recomputed_from_registered_rows_independent,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_2_20260803/derived/gm2-stage1-relicense-v1/stage1_license_decision.json; /content/drive/MyDrive/interpret/special-lab-1/gemma_transport_2_20260803/derived/gm2-backend-parity-calibration-v1/backend_ceiling_frozen.json,
g22_no_model_compute,G2.2 performed no model compute (mechanical relicense of the immutable Stage-1 object),model_compute_performed=false; historical_rows_preserved=true,artifact g2_2_model_compute_performed=False; registry model_compute_performed=False; stage1 rows sha preserved=True,hash_verified_artifact_field,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_2_20260803/derived/gm2-stage1-relicense-v1/stage1_license_decision.json; /content/drive/MyDrive/interpret/special-lab-1/gemma_transport_2_20260803/derived/gm2-backend-parity-calibration-v1/backend_ceiling_frozen.json,
g22_five_layer_relicense,all five layers relicensed local_tangent_mismatch as a closed methods result,"all_five_layers_local_tangent_mismatch=true (L22,L30,L37,L44,L52)","[{""decision"": ""local_tangent_mismatch"", ""layer"": 22}, {""decision"": ""local_tangent_mismatch"", ""layer"": 30}, {""decision"": ""local_tangent_mismatch"", ""layer"": 37}, {""decision"": ""local_tangent_mismatch"", ""layer"": 44}, {""decision"": ""local_tangent_mismatch"", ""layer"": 52}]",hash_verified_artifact_field,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_2_20260803/derived/gm2-stage1-relicense-v1/stage1_license_decision.json; /content/drive/MyDrive/interpret/special-lab-1/gemma_transport_2_20260803/derived/gm2-backend-parity-calibration-v1/backend_ceiling_frozen.json,registry event all_five_layers_local_tangent_mismatch_licensed=true
g22_sentence_renderings,licensed sentence renders 17-digit 0.0024581113830208778; artifacts store 16-digit 0.002458111383020878,0.0024581113830208778 == 0.002458111383020878 (same float64),float equality True; canonical repr 0.002458111383020878,cross_artifact_consistency,numerically_identical_render_diff,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_2_20260803/derived/gm2-stage1-relicense-v1/licensed_sentence.md; /content/drive/MyDrive/interpret/special-lab-1/gemma_transport_2_20260803/derived/gm2-stage1-relicense-v1/stage1_license_decision.json,predeclared rounded value 0.002458 also recorded in decision conditions
s1_vs_control_and_backend,Gemma declared-dose mismatch vs OLMo control and backend disagreement (raw magnitudes),Gemma tre est. 1.357..5.365 across L22..L52; OLMo late-anchor median 0.1110 (pass 32/32); study2 backend q99 0.0262; study1 all-slot backend error 0.00246,"Gemma bootstrap estimates 1.3569144747808446..5.364652422353116; OLMo median 0.1109976417674865; backend q99 0.026234563004519824; ratios: minGemma/OLMo=12.2x, minGemma/backend_q99=51.7x, minGemma/study1_backend=552x",recomputed_from_registered_rows_frozen_code,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/gemma_transport_20260802/metrics/gemma_target/gm-jvp-gemma-stage1-v1/gemma_stage1_rows.parquet; /content/drive/MyDrive/interpret/special-lab-1/gemma_transport_20260802/metrics/olmo_control/gm-jvp-olmo-positive-control-v1.json; /content/drive/MyDrive/interpret/special-lab-1/gemma_transport_2_20260803/raw/gm2-backend-parity-calibration-v1/backend_rows.parquet,"smallest Gemma layer mismatch is ~12x the OLMo control median, ~52x the pooled backend-disagreement q99, ~552x the historical all-slot backend error; OLMo positive control passes all 14 frozen criteria"
