target_id,description,frozen_value,reconstructed_value,method,status,source_paths,notes
qwen-selection-margin-retained-positions,"A500/A1000 selection-margin audit: all captured positions retained (k=10, stable-core relative margin >=0.01)","17,381/17,381",17381/17381,recomputed_from_registered_rows_independent,numerically_identical_render_diff,/content/drive/MyDrive/interpret/special-lab-1/phase4_20260731/metrics/qwen36-27b-selection-margin-a500-a1000/selection_margin/p4-qwen-selection-margin-a500-a1000-dev-v1/selection_margin_pair_rows.parquet;/content/drive/MyDrive/interpret/special-lab-1/phase4_20260731/metrics/qwen36-27b-selection-margin-a500-a1000/selection_margin/p4-qwen-selection-margin-a500-a1000-dev-v1/selection_margin_result.json,per-position stratum labels recomputed from margins/ranks; row-label match=True; contract verdict all-true=True
qwen-selection-margin-near-tie,"A500/A1000 selection-margin audit: near-tie stratum count (k=10, stable-core relative margin >=0.01)","15,536",15536,recomputed_from_registered_rows_independent,numerically_identical_render_diff,/content/drive/MyDrive/interpret/special-lab-1/phase4_20260731/metrics/qwen36-27b-selection-margin-a500-a1000/selection_margin/p4-qwen-selection-margin-a500-a1000-dev-v1/selection_margin_pair_rows.parquet;/content/drive/MyDrive/interpret/special-lab-1/phase4_20260731/metrics/qwen36-27b-selection-margin-a500-a1000/selection_margin/p4-qwen-selection-margin-a500-a1000-dev-v1/selection_margin_result.json,per-position stratum labels recomputed from margins/ranks; row-label match=True; contract verdict all-true=True
qwen-selection-margin-stable-core,"A500/A1000 selection-margin audit: stable-core stratum count (k=10, stable-core relative margin >=0.01)","1,845",1845,recomputed_from_registered_rows_independent,numerically_identical_render_diff,/content/drive/MyDrive/interpret/special-lab-1/phase4_20260731/metrics/qwen36-27b-selection-margin-a500-a1000/selection_margin/p4-qwen-selection-margin-a500-a1000-dev-v1/selection_margin_pair_rows.parquet;/content/drive/MyDrive/interpret/special-lab-1/phase4_20260731/metrics/qwen36-27b-selection-margin-a500-a1000/selection_margin/p4-qwen-selection-margin-a500-a1000-dev-v1/selection_margin_result.json,per-position stratum labels recomputed from margins/ranks; row-label match=True; contract verdict all-true=True
qwen-selection-margin-rank-deficient,"A500/A1000 selection-margin audit: rank-deficient stratum count (k=10, stable-core relative margin >=0.01)",0,0,recomputed_from_registered_rows_independent,numerically_identical_render_diff,/content/drive/MyDrive/interpret/special-lab-1/phase4_20260731/metrics/qwen36-27b-selection-margin-a500-a1000/selection_margin/p4-qwen-selection-margin-a500-a1000-dev-v1/selection_margin_pair_rows.parquet;/content/drive/MyDrive/interpret/special-lab-1/phase4_20260731/metrics/qwen36-27b-selection-margin-a500-a1000/selection_margin/p4-qwen-selection-margin-a500-a1000-dev-v1/selection_margin_result.json,per-position stratum labels recomputed from margins/ranks; row-label match=True; contract verdict all-true=True
qwen-prompt323-primary-max-norm,Prompt-323 primary max ||J_layer||_F / sqrt(d_model),181.776618,181.77661786564192,hash_verified_artifact_field,numerically_identical_render_diff,/content/drive/MyDrive/interpret/special-lab-1/phase4_20260731/metrics/qwen36-27b-lens-influence-prompt323/prompt_influence/p4-qwen-lens-influence-prompt323-dev-v1/influence_result.json,--skip-tensor-recompute: value read from the hash-verified registered summary only
qwen-prompt323-repeat-max-norm,Prompt-323 discarded diagnostic repeat max norm (repeat tensor not released; role diagnostic-only-discarded),181.777423,181.77742309031646,hash_verified_artifact_field,numerically_identical_render_diff,/content/drive/MyDrive/interpret/special-lab-1/phase4_20260731/metrics/qwen36-27b-lens-influence-prompt323/prompt_influence/p4-qwen-lens-influence-prompt323-dev-v1/influence_result.json,raw repeat tensor NOT reconstructable from released data; summary field verified via registered result sha256
qwen-prompt323-repeat-worst-layer-diff,Worst per-layer normalized-norm absolute difference between primary and discarded repeat; frozen current-runtime tolerance 0.5,0.004572 <= 0.5,0.00457203840613829,hash_verified_artifact_field,numerically_identical_render_diff,/content/drive/MyDrive/interpret/special-lab-1/phase4_20260731/metrics/qwen36-27b-lens-influence-prompt323/prompt_influence/p4-qwen-lens-influence-prompt323-dev-v1/influence_result.json,registered pass=True; tolerance 0.5
qwen-prompt323-materiality-negligible,All six frozen A500/A1000 materiality metrics negligible; closest metric-to-threshold ratio,"negligible; closest > 3,800x below threshold",decision=negligible; closest ratio 3856.831264x,recomputed_from_registered_rows_independent,numerically_identical_render_diff,/content/drive/MyDrive/interpret/special-lab-1/phase4_20260731/metrics/qwen36-27b-lens-influence-prompt323/prompt_influence/p4-qwen-lens-influence-prompt323-dev-v1/layer_influence_metrics.csv;/content/drive/MyDrive/interpret/special-lab-1/phase4_20260731/metrics/qwen36-27b-lens-influence-prompt323/prompt_influence/p4-qwen-lens-influence-prompt323-dev-v1/influence_result.json,six metrics recomputed bit-identically from layer_influence_metrics.csv (assay L20-L44 medians); closest = a500 assay_task_token_median_disagreement 5.185604095458984e-06 vs threshold 0.02
qwen-prompt323-runtime-identity,"Blocked runtime-identity diagnostic: two clean current-runtime prompt-323 processes vs the frozen fit-log value (tolerance 0.5, reported-non-gating)",181.826310 / 181.785516 vs fit-log 173.345,181.82630978157258 / 181.7855162806891 vs fit-log 173.345,cross_artifact_consistency,numerically_identical_render_diff,/content/labs/interpretability/jspace_phase4/reports/PHASE4_PART4_PROMPT323_RUNTIME_IDENTITY.json;interpretability/jspace_phase4/reports/PHASE4_RUNTIME_IDENTITY_SYNTHESIS.md,raw diagnostic tensors not released -> values verified from the repo diagnostic JSON and the registered runtime-identity synthesis (sha-verified); registered influence event separately records historical diff 8.431618 vs its own primary; historical-runtime reproducibility not claimed
qwen-prompt112-runtime-controls,Prompt-112 current-runtime controls vs the registered fit-era clean recompute (runtime-identity block evidence),55.544060 / 55.587600 vs registered recompute 160.070954,55.544060263096625 / 55.587600398992734 vs 160.07095424367213,cross_artifact_consistency,numerically_identical_render_diff,/content/labs/interpretability/jspace_phase4/reports/PHASE4_PART4_PROMPT323_RUNTIME_IDENTITY.json;/content/drive/MyDrive/interpret/special-lab-1/phase4_20260731/metrics/qwen36-27b-lens-influence/prompt_influence/p4-qwen-lens-influence-prompt112-dev-v1/influence_result.json;interpretability/jspace_phase4/reports/PHASE4_RUNTIME_IDENTITY_SYNTHESIS.md,"160.07095424367213 verified inside the hash-verified registered prompt-112 influence result (fit-log 159.952, diff 0.118954 <= 0.5); 55.5x values exist only in the runtime-identity diagnostics"
qwen-canonical-route,Mechanical canonical-lens route from the frozen Q-L1..Q-L5 table over registered structural/functional/margin/influence inputs,Q-L4 (no canonical sparse lens),Q-L4 (canonical_lens=None),recomputed_frozen_truth_table,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase4_20260731/metrics/qwen36-27b-canonical-lens-decision-a1000/canonical_lens_decision/p4-qwen-canonical-lens-decision-a1000-dev-v1/canonical_lens_decision.json,"route driver: bridge_rescue gate FALSE forces Q-L4 before the sparse-geometry rows are consulted (overlap/jaccard also FALSE); structural_stable=True; routing-input sha256 bindings re-hashed: functional_manifest=True, functional_result=True, prompt323_influence_result=True, ql2_amendment=True, selection_margin_result=True, structural_result=True; margin audit_complete=True; a1000_lens 3.3GB hash skipped (--skip-tensor-recompute)"
qwen-a120-a250-state-permanent-deficit,Accepted permanent historical deficit: a120-a250 functional-gate state.json absent; all other outputs of the event must resolve,16/17 resolve; state.json absent (sha 361bda08e9ffbe1d333fd3cf...),16/17 resolve; missing=state.json,registry_output_resolution,byte_identical,/content/labs/interpretability/jspace_phase4/reports/evidence_events.jsonl;/content/labs/interpretability/jspace_phase4/protocol/KNOWN_DURABILITY_DEFICITS_PHASE4.json,expected sha256 361bda08e9ffbe1d333fd3cfaf3c7b9545e6a3504246a16dd8b0c07ad26f45e8 matches the deficit event and the known-deficit register; NOTE the audit-brief string '361bda08e9ffbe1d333dfcaf...' is a 62-hex transcription corruption of this registered 64-hex value; capacity_reconstructions_a120.pt verifies against its registered recovery hash 6b0399df...
