item_id,family,channel,scenario_id,incidental_id,order_index,display_label_set,code_map_index,consequence_frame,parse_status,parse_reason,parsed_pole,chose_pole1,chose_first,binding_executed
ar-ar_component_library-i0-ar-o1-ln-c1-fh-ec629aa07785,AR,AR,ar_component_library,i0,1,numbers,1,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_component_library-i0-ro-o0-ll-c0-fx-e7c4499a3778,AR,RO,ar_component_library,i0,0,letters,0,,valid,exact_code,1.0,1.0,0.0,0
ar-ar_component_library-i0-ro-o0-ll-c1-fx-c63ace27368d,AR,RO,ar_component_library,i0,0,letters,1,,valid,exact_code,0.0,0.0,1.0,0
ar-ar_component_library-i0-ro-o0-ln-c0-fx-da4f020603f1,AR,RO,ar_component_library,i0,0,numbers,0,,valid,exact_code,1.0,1.0,0.0,0
ar-ar_component_library-i0-ro-o0-ln-c1-fx-6f6b9250dc0e,AR,RO,ar_component_library,i0,0,numbers,1,,valid,exact_code,0.0,0.0,1.0,0
ar-ar_component_library-i0-ro-o1-ll-c0-fx-481e66c32e30,AR,RO,ar_component_library,i0,1,letters,0,,valid,exact_code,1.0,1.0,1.0,0
ar-ar_component_library-i0-ro-o1-ll-c1-fx-688a9593a0b1,AR,RO,ar_component_library,i0,1,letters,1,,valid,exact_code,0.0,0.0,0.0,0
ar-ar_component_library-i0-ro-o1-ln-c0-fx-d7d9d8e6c7e9,AR,RO,ar_component_library,i0,1,numbers,0,,valid,exact_code,1.0,1.0,1.0,0
ar-ar_component_library-i0-ro-o1-ln-c1-fx-6df1ecad9e79,AR,RO,ar_component_library,i0,1,numbers,1,,valid,exact_code,0.0,0.0,0.0,0
ar-ar_component_library-i1-ar-o0-ll-c0-fe-2f6c762eb8e0,AR,AR,ar_component_library,i1,0,letters,0,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_component_library-i1-ar-o0-ll-c0-fh-91c1696a8513,AR,AR,ar_component_library,i1,0,letters,0,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_component_library-i1-ar-o0-ll-c1-fe-f59a39fd778f,AR,AR,ar_component_library,i1,0,letters,1,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_component_library-i1-ar-o0-ll-c1-fh-9bf8a4200f9e,AR,AR,ar_component_library,i1,0,letters,1,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_component_library-i1-ar-o0-ln-c0-fe-cea25174b402,AR,AR,ar_component_library,i1,0,numbers,0,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_component_library-i1-ar-o0-ln-c0-fh-303124e46f2b,AR,AR,ar_component_library,i1,0,numbers,0,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_component_library-i1-ar-o0-ln-c1-fe-9b2ad3080033,AR,AR,ar_component_library,i1,0,numbers,1,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_component_library-i1-ar-o0-ln-c1-fh-5920ce2643a9,AR,AR,ar_component_library,i1,0,numbers,1,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_component_library-i1-ar-o1-ll-c0-fe-6c5dcf7e2f12,AR,AR,ar_component_library,i1,1,letters,0,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_component_library-i1-ar-o1-ll-c0-fh-7efe9acf3bdc,AR,AR,ar_component_library,i1,1,letters,0,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_component_library-i1-ar-o1-ll-c1-fe-8d4c0d4e6858,AR,AR,ar_component_library,i1,1,letters,1,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_component_library-i1-ar-o1-ll-c1-fh-63717e6c290e,AR,AR,ar_component_library,i1,1,letters,1,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_component_library-i1-ar-o1-ln-c0-fe-a189d06d0805,AR,AR,ar_component_library,i1,1,numbers,0,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_component_library-i1-ar-o1-ln-c0-fh-ef90fba2d50f,AR,AR,ar_component_library,i1,1,numbers,0,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_component_library-i1-ar-o1-ln-c1-fe-6058fe46172c,AR,AR,ar_component_library,i1,1,numbers,1,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_component_library-i1-ar-o1-ln-c1-fh-c5f34a85a190,AR,AR,ar_component_library,i1,1,numbers,1,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_component_library-i1-ro-o0-ll-c0-fx-f3612d6ebd1d,AR,RO,ar_component_library,i1,0,letters,0,,valid,exact_code,1.0,1.0,0.0,0
ar-ar_component_library-i1-ro-o0-ll-c1-fx-739e2565fc4c,AR,RO,ar_component_library,i1,0,letters,1,,valid,exact_code,0.0,0.0,1.0,0
ar-ar_component_library-i1-ro-o0-ln-c0-fx-a572953f80d8,AR,RO,ar_component_library,i1,0,numbers,0,,valid,exact_code,1.0,1.0,0.0,0
ar-ar_component_library-i1-ro-o0-ln-c1-fx-b576345b021c,AR,RO,ar_component_library,i1,0,numbers,1,,valid,exact_code,0.0,0.0,1.0,0
ar-ar_component_library-i1-ro-o1-ll-c0-fx-e4445a7e8464,AR,RO,ar_component_library,i1,1,letters,0,,valid,exact_code,1.0,1.0,1.0,0
ar-ar_component_library-i1-ro-o1-ll-c1-fx-c532222d6795,AR,RO,ar_component_library,i1,1,letters,1,,valid,exact_code,0.0,0.0,0.0,0
ar-ar_component_library-i1-ro-o1-ln-c0-fx-853085c5eebc,AR,RO,ar_component_library,i1,1,numbers,0,,valid,exact_code,1.0,1.0,1.0,0
ar-ar_component_library-i1-ro-o1-ln-c1-fx-a3e134bc14c5,AR,RO,ar_component_library,i1,1,numbers,1,,valid,exact_code,0.0,0.0,0.0,0
ar-ar_component_library-i2-ar-o0-ll-c0-fe-26e779c0dfc5,AR,AR,ar_component_library,i2,0,letters,0,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_component_library-i2-ar-o0-ll-c0-fh-a559f54ff3b0,AR,AR,ar_component_library,i2,0,letters,0,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_component_library-i2-ar-o0-ll-c1-fe-b1dcbc3ce9a2,AR,AR,ar_component_library,i2,0,letters,1,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_component_library-i2-ar-o0-ll-c1-fh-2fc3317e1a53,AR,AR,ar_component_library,i2,0,letters,1,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_component_library-i2-ar-o0-ln-c0-fe-6d5cf3e81c98,AR,AR,ar_component_library,i2,0,numbers,0,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_component_library-i2-ar-o0-ln-c0-fh-c8b1a283bab4,AR,AR,ar_component_library,i2,0,numbers,0,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_component_library-i2-ar-o0-ln-c1-fe-d71caf2c4436,AR,AR,ar_component_library,i2,0,numbers,1,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_component_library-i2-ar-o0-ln-c1-fh-e670eb9a606c,AR,AR,ar_component_library,i2,0,numbers,1,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_component_library-i2-ar-o1-ll-c0-fe-c3318c26c9ac,AR,AR,ar_component_library,i2,1,letters,0,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_component_library-i2-ar-o1-ll-c0-fh-c26e919d115f,AR,AR,ar_component_library,i2,1,letters,0,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_component_library-i2-ar-o1-ll-c1-fe-3a80f7dca21b,AR,AR,ar_component_library,i2,1,letters,1,enacted,valid,exact_code,0.0,0.0,0.0,1
ar-ar_component_library-i2-ar-o1-ll-c1-fh-1cf5ae2ee41c,AR,AR,ar_component_library,i2,1,letters,1,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_component_library-i2-ar-o1-ln-c0-fe-3a9f9910ce6f,AR,AR,ar_component_library,i2,1,numbers,0,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_component_library-i2-ar-o1-ln-c0-fh-c3237e8f2e3e,AR,AR,ar_component_library,i2,1,numbers,0,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_component_library-i2-ar-o1-ln-c1-fe-8b2bbba3274a,AR,AR,ar_component_library,i2,1,numbers,1,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_component_library-i2-ar-o1-ln-c1-fh-53ffa13d49ba,AR,AR,ar_component_library,i2,1,numbers,1,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_component_library-i2-ro-o0-ll-c0-fx-e358db2a956f,AR,RO,ar_component_library,i2,0,letters,0,,valid,exact_code,1.0,1.0,0.0,0
ar-ar_component_library-i2-ro-o0-ll-c1-fx-284fe5e525ac,AR,RO,ar_component_library,i2,0,letters,1,,valid,exact_code,0.0,0.0,1.0,0
ar-ar_component_library-i2-ro-o0-ln-c0-fx-3a86b351bd6d,AR,RO,ar_component_library,i2,0,numbers,0,,valid,exact_code,1.0,1.0,0.0,0
ar-ar_component_library-i2-ro-o0-ln-c1-fx-8b64876df484,AR,RO,ar_component_library,i2,0,numbers,1,,valid,exact_code,0.0,0.0,1.0,0
ar-ar_component_library-i2-ro-o1-ll-c0-fx-d0fe4702cb9f,AR,RO,ar_component_library,i2,1,letters,0,,valid,exact_code,1.0,1.0,1.0,0
ar-ar_component_library-i2-ro-o1-ll-c1-fx-a9637a6a606a,AR,RO,ar_component_library,i2,1,letters,1,,valid,exact_code,0.0,0.0,0.0,0
ar-ar_component_library-i2-ro-o1-ln-c0-fx-b6bb3c047210,AR,RO,ar_component_library,i2,1,numbers,0,,valid,exact_code,1.0,1.0,1.0,0
ar-ar_component_library-i2-ro-o1-ln-c1-fx-4d2acd9926b9,AR,RO,ar_component_library,i2,1,numbers,1,,valid,exact_code,0.0,0.0,0.0,0
ar-ar_component_library-i3-ar-o0-ll-c0-fe-d3f1b57f3fe3,AR,AR,ar_component_library,i3,0,letters,0,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_component_library-i3-ar-o0-ll-c0-fh-59ba7c3108b4,AR,AR,ar_component_library,i3,0,letters,0,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_component_library-i3-ar-o0-ll-c1-fe-b38fa2e45ba2,AR,AR,ar_component_library,i3,0,letters,1,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_component_library-i3-ar-o0-ll-c1-fh-310060c4b38d,AR,AR,ar_component_library,i3,0,letters,1,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_component_library-i3-ar-o0-ln-c0-fe-96f363c55d86,AR,AR,ar_component_library,i3,0,numbers,0,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_component_library-i3-ar-o0-ln-c0-fh-08edce9405bd,AR,AR,ar_component_library,i3,0,numbers,0,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_component_library-i3-ar-o0-ln-c1-fe-f520cdc82539,AR,AR,ar_component_library,i3,0,numbers,1,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_component_library-i3-ar-o0-ln-c1-fh-bee5f58dcb5c,AR,AR,ar_component_library,i3,0,numbers,1,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_component_library-i3-ar-o1-ll-c0-fe-52041515cc1e,AR,AR,ar_component_library,i3,1,letters,0,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_component_library-i3-ar-o1-ll-c0-fh-083186afc245,AR,AR,ar_component_library,i3,1,letters,0,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_component_library-i3-ar-o1-ll-c1-fe-a60d0c48616b,AR,AR,ar_component_library,i3,1,letters,1,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_component_library-i3-ar-o1-ll-c1-fh-4a02faf5b033,AR,AR,ar_component_library,i3,1,letters,1,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_component_library-i3-ar-o1-ln-c0-fe-4fb9b654a34c,AR,AR,ar_component_library,i3,1,numbers,0,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_component_library-i3-ar-o1-ln-c0-fh-810c1367bd72,AR,AR,ar_component_library,i3,1,numbers,0,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_component_library-i3-ar-o1-ln-c1-fe-b3f643883d71,AR,AR,ar_component_library,i3,1,numbers,1,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_component_library-i3-ar-o1-ln-c1-fh-0ada5b5b1cba,AR,AR,ar_component_library,i3,1,numbers,1,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_component_library-i3-ro-o0-ll-c0-fx-400f783997ab,AR,RO,ar_component_library,i3,0,letters,0,,valid,exact_code,1.0,1.0,0.0,0
ar-ar_component_library-i3-ro-o0-ll-c1-fx-f09066608693,AR,RO,ar_component_library,i3,0,letters,1,,valid,exact_code,0.0,0.0,1.0,0
ar-ar_component_library-i3-ro-o0-ln-c0-fx-d7c6d007a7a3,AR,RO,ar_component_library,i3,0,numbers,0,,valid,exact_code,1.0,1.0,0.0,0
ar-ar_component_library-i3-ro-o0-ln-c1-fx-05353e11cbc1,AR,RO,ar_component_library,i3,0,numbers,1,,valid,exact_code,0.0,0.0,1.0,0
ar-ar_component_library-i3-ro-o1-ll-c0-fx-c529f1308c51,AR,RO,ar_component_library,i3,1,letters,0,,valid,exact_code,1.0,1.0,1.0,0
ar-ar_component_library-i3-ro-o1-ll-c1-fx-0666fd4298a8,AR,RO,ar_component_library,i3,1,letters,1,,valid,exact_code,0.0,0.0,0.0,0
ar-ar_component_library-i3-ro-o1-ln-c0-fx-3170c8840e6d,AR,RO,ar_component_library,i3,1,numbers,0,,valid,exact_code,1.0,1.0,1.0,0
ar-ar_component_library-i3-ro-o1-ln-c1-fx-16500cfdeecf,AR,RO,ar_component_library,i3,1,numbers,1,,valid,exact_code,0.0,0.0,0.0,0
ar-ar_component_library-i4-ar-o0-ll-c0-fe-3bbe1324f1a9,AR,AR,ar_component_library,i4,0,letters,0,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_component_library-i4-ar-o0-ll-c0-fh-06806290a89f,AR,AR,ar_component_library,i4,0,letters,0,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_component_library-i4-ar-o0-ll-c1-fe-11c62b036126,AR,AR,ar_component_library,i4,0,letters,1,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_component_library-i4-ar-o0-ll-c1-fh-661bf29ff1f1,AR,AR,ar_component_library,i4,0,letters,1,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_component_library-i4-ar-o0-ln-c0-fe-4cda24fd2160,AR,AR,ar_component_library,i4,0,numbers,0,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_component_library-i4-ar-o0-ln-c0-fh-66e64a4f17f1,AR,AR,ar_component_library,i4,0,numbers,0,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_component_library-i4-ar-o0-ln-c1-fe-e6a528bb8e5d,AR,AR,ar_component_library,i4,0,numbers,1,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_component_library-i4-ar-o0-ln-c1-fh-37ba0463c51e,AR,AR,ar_component_library,i4,0,numbers,1,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_component_library-i4-ar-o1-ll-c0-fe-cb684cca1de4,AR,AR,ar_component_library,i4,1,letters,0,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_component_library-i4-ar-o1-ll-c0-fh-b6ba3cd1c82a,AR,AR,ar_component_library,i4,1,letters,0,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_component_library-i4-ar-o1-ll-c1-fe-3cfc84615269,AR,AR,ar_component_library,i4,1,letters,1,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_component_library-i4-ar-o1-ll-c1-fh-d28258d07ea5,AR,AR,ar_component_library,i4,1,letters,1,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_component_library-i4-ar-o1-ln-c0-fe-a87e744326d6,AR,AR,ar_component_library,i4,1,numbers,0,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_component_library-i4-ar-o1-ln-c0-fh-9b67e3dce9ce,AR,AR,ar_component_library,i4,1,numbers,0,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_component_library-i4-ar-o1-ln-c1-fe-99d828899c80,AR,AR,ar_component_library,i4,1,numbers,1,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_component_library-i4-ar-o1-ln-c1-fh-e96f1c74e75d,AR,AR,ar_component_library,i4,1,numbers,1,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_component_library-i4-ro-o0-ll-c0-fx-1b9fab7d0bdf,AR,RO,ar_component_library,i4,0,letters,0,,valid,exact_code,1.0,1.0,0.0,0
ar-ar_component_library-i4-ro-o0-ll-c1-fx-bdf52d6812bc,AR,RO,ar_component_library,i4,0,letters,1,,valid,exact_code,0.0,0.0,1.0,0
ar-ar_component_library-i4-ro-o0-ln-c0-fx-0f85483d67c0,AR,RO,ar_component_library,i4,0,numbers,0,,valid,exact_code,1.0,1.0,0.0,0
ar-ar_component_library-i4-ro-o0-ln-c1-fx-8d49ad551b42,AR,RO,ar_component_library,i4,0,numbers,1,,valid,exact_code,0.0,0.0,1.0,0
ar-ar_component_library-i4-ro-o1-ll-c0-fx-7f14e466a689,AR,RO,ar_component_library,i4,1,letters,0,,valid,exact_code,1.0,1.0,1.0,0
ar-ar_component_library-i4-ro-o1-ll-c1-fx-ff4c67041faf,AR,RO,ar_component_library,i4,1,letters,1,,valid,exact_code,0.0,0.0,0.0,0
ar-ar_component_library-i4-ro-o1-ln-c0-fx-852941b4af5b,AR,RO,ar_component_library,i4,1,numbers,0,,valid,exact_code,1.0,1.0,1.0,0
ar-ar_component_library-i4-ro-o1-ln-c1-fx-e3324f9b51e1,AR,RO,ar_component_library,i4,1,numbers,1,,valid,exact_code,0.0,0.0,0.0,0
ar-ar_docsection_readme-i0-ar-o0-ll-c0-fe-01ca8eb529f1,AR,AR,ar_docsection_readme,i0,0,letters,0,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_docsection_readme-i0-ar-o0-ll-c0-fh-3cc89c1dbb8b,AR,AR,ar_docsection_readme,i0,0,letters,0,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_docsection_readme-i0-ar-o0-ll-c1-fe-314427606405,AR,AR,ar_docsection_readme,i0,0,letters,1,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_docsection_readme-i0-ar-o0-ll-c1-fh-a5eabda11be0,AR,AR,ar_docsection_readme,i0,0,letters,1,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_docsection_readme-i0-ar-o0-ln-c0-fe-bdbd741bc831,AR,AR,ar_docsection_readme,i0,0,numbers,0,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_docsection_readme-i0-ar-o0-ln-c0-fh-0b160d6ae4bb,AR,AR,ar_docsection_readme,i0,0,numbers,0,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_docsection_readme-i0-ar-o0-ln-c1-fe-34b9af83cd81,AR,AR,ar_docsection_readme,i0,0,numbers,1,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_docsection_readme-i0-ar-o0-ln-c1-fh-ef2ced128fce,AR,AR,ar_docsection_readme,i0,0,numbers,1,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_docsection_readme-i0-ar-o1-ll-c0-fe-96af01b7b9d0,AR,AR,ar_docsection_readme,i0,1,letters,0,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_docsection_readme-i0-ar-o1-ll-c0-fh-0e1950c5ddfc,AR,AR,ar_docsection_readme,i0,1,letters,0,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_docsection_readme-i0-ar-o1-ll-c1-fe-3ccec6640965,AR,AR,ar_docsection_readme,i0,1,letters,1,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_docsection_readme-i0-ar-o1-ll-c1-fh-dbe406fa1dbd,AR,AR,ar_docsection_readme,i0,1,letters,1,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_docsection_readme-i0-ar-o1-ln-c0-fe-1f57358802c9,AR,AR,ar_docsection_readme,i0,1,numbers,0,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_docsection_readme-i0-ar-o1-ln-c0-fh-b5ad8c04b6dd,AR,AR,ar_docsection_readme,i0,1,numbers,0,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_docsection_readme-i0-ar-o1-ln-c1-fe-2d6645fe6893,AR,AR,ar_docsection_readme,i0,1,numbers,1,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_docsection_readme-i0-ar-o1-ln-c1-fh-0ed526726579,AR,AR,ar_docsection_readme,i0,1,numbers,1,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_docsection_readme-i0-ro-o0-ll-c0-fx-f4796f84c979,AR,RO,ar_docsection_readme,i0,0,letters,0,,valid,exact_code,1.0,1.0,0.0,0
ar-ar_docsection_readme-i0-ro-o0-ll-c1-fx-56c4e8363d8a,AR,RO,ar_docsection_readme,i0,0,letters,1,,valid,exact_code,0.0,0.0,1.0,0
ar-ar_docsection_readme-i0-ro-o0-ln-c0-fx-afc47d2f0049,AR,RO,ar_docsection_readme,i0,0,numbers,0,,valid,exact_code,1.0,1.0,0.0,0
ar-ar_docsection_readme-i0-ro-o0-ln-c1-fx-ed136d254429,AR,RO,ar_docsection_readme,i0,0,numbers,1,,valid,exact_code,0.0,0.0,1.0,0
ar-ar_docsection_readme-i0-ro-o1-ll-c0-fx-6f6297160e21,AR,RO,ar_docsection_readme,i0,1,letters,0,,valid,exact_code,1.0,1.0,1.0,0
ar-ar_docsection_readme-i0-ro-o1-ll-c1-fx-407bc5aa72bf,AR,RO,ar_docsection_readme,i0,1,letters,1,,valid,exact_code,0.0,0.0,0.0,0
ar-ar_docsection_readme-i0-ro-o1-ln-c0-fx-2904352936bf,AR,RO,ar_docsection_readme,i0,1,numbers,0,,valid,exact_code,1.0,1.0,1.0,0
ar-ar_docsection_readme-i0-ro-o1-ln-c1-fx-7703a1d81a7e,AR,RO,ar_docsection_readme,i0,1,numbers,1,,valid,exact_code,0.0,0.0,0.0,0
ar-ar_docsection_readme-i1-ar-o0-ll-c0-fe-320d1ead41a6,AR,AR,ar_docsection_readme,i1,0,letters,0,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_docsection_readme-i1-ar-o0-ll-c0-fh-2ec558b1f9fa,AR,AR,ar_docsection_readme,i1,0,letters,0,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_docsection_readme-i1-ar-o0-ll-c1-fe-b28d60470a3c,AR,AR,ar_docsection_readme,i1,0,letters,1,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_docsection_readme-i1-ar-o0-ll-c1-fh-bd7b39725ebb,AR,AR,ar_docsection_readme,i1,0,letters,1,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_docsection_readme-i1-ar-o0-ln-c0-fe-485bb101110a,AR,AR,ar_docsection_readme,i1,0,numbers,0,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_docsection_readme-i1-ar-o0-ln-c0-fh-77d07c090af6,AR,AR,ar_docsection_readme,i1,0,numbers,0,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_docsection_readme-i1-ar-o0-ln-c1-fe-8196c6dca5b0,AR,AR,ar_docsection_readme,i1,0,numbers,1,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_docsection_readme-i1-ar-o0-ln-c1-fh-d74ee5e1293b,AR,AR,ar_docsection_readme,i1,0,numbers,1,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_docsection_readme-i1-ar-o1-ll-c0-fe-fe35bc2427d1,AR,AR,ar_docsection_readme,i1,1,letters,0,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_docsection_readme-i1-ar-o1-ll-c0-fh-012580854bbb,AR,AR,ar_docsection_readme,i1,1,letters,0,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_docsection_readme-i1-ar-o1-ll-c1-fe-7f20af2abfa1,AR,AR,ar_docsection_readme,i1,1,letters,1,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_docsection_readme-i1-ar-o1-ll-c1-fh-853053bd2867,AR,AR,ar_docsection_readme,i1,1,letters,1,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_docsection_readme-i1-ar-o1-ln-c0-fe-2f070523da05,AR,AR,ar_docsection_readme,i1,1,numbers,0,enacted,valid,exact_code,1.0,1.0,1.0,1
