pair_key,scenario_id,family,ar_frame,both_valid,agree_content,ar_pole1,ro_pole1,ar_margin,ro_margin
ar_component_library|i2|o0|numbers|c0,ar_component_library,AR,enacted,1,1.0,0.0,0.0,-1.4999999254942011,-2.3841855067985307e-07
ar_component_library|i2|o0|numbers|c1,ar_component_library,AR,enacted,1,1.0,0.0,0.0,-2.8749999888241575,-1.7499999254942011
ar_component_library|i2|o1|letters|c0,ar_component_library,AR,enacted,1,0.0,1.0,0.0,0.749996662146657,-0.6250000894069458
ar_component_library|i2|o1|letters|c1,ar_component_library,AR,enacted,1,1.0,0.0,0.0,-0.7500011026852533,-1.7499999850988388
ar_component_library|i2|o1|numbers|c0,ar_component_library,AR,enacted,1,0.0,1.0,0.0,0.6249994635585097,-0.6250001192092824
ar_component_library|i2|o1|numbers|c1,ar_component_library,AR,enacted,1,1.0,0.0,0.0,-0.8750005066393172,-1.9999998509884094
ar_component_library|i3|o0|letters|c0,ar_component_library,AR,enacted,1,1.0,0.0,0.0,-1.7499999403953765,-0.37500023841849384
ar_component_library|i3|o0|letters|c1,ar_component_library,AR,enacted,1,1.0,0.0,0.0,-2.624997757380129,-1.4999999105930542
ar_component_library|i3|o0|numbers|c0,ar_component_library,AR,enacted,1,1.0,0.0,0.0,-1.6249998956918787,-0.12500023841852936
ar_component_library|i3|o0|numbers|c1,ar_component_library,AR,enacted,1,1.0,0.0,0.0,-2.4999995082620785,-1.6249998658895706
ar_component_library|i3|o1|letters|c0,ar_component_library,AR,enacted,1,1.0,1.0,1.0,1.6249691252957064,0.12499976158147064
ar_component_library|i3|o1|letters|c1,ar_component_library,AR,enacted,1,0.0,1.0,0.0,0.12499964237223793,-1.0
ar_component_library|i3|o1|numbers|c0,ar_component_library,AR,enacted,1,1.0,1.0,1.0,1.3749914467725546,0.12499976158144932
ar_component_library|i3|o1|numbers|c1,ar_component_library,AR,enacted,1,1.0,0.0,0.0,-0.12500011920926823,-1.375000253319655
ar_component_library|i4|o0|letters|c0,ar_component_library,AR,enacted,1,1.0,0.0,0.0,-1.6249999552965164,-0.2500003576278118
ar_component_library|i4|o0|letters|c1,ar_component_library,AR,enacted,1,1.0,0.0,0.0,-2.7499999590218636,-1.6249997019768827
ar_component_library|i4|o0|numbers|c0,ar_component_library,AR,enacted,1,1.0,0.0,0.0,-1.4999999254942011,-0.25000011920928245
ar_component_library|i4|o0|numbers|c1,ar_component_library,AR,enacted,1,1.0,0.0,0.0,-2.999999810010216,-1.7499999254942011
ar_component_library|i4|o1|letters|c0,ar_component_library,AR,enacted,1,0.0,1.0,0.0,1.374998196961883,-0.37500023841852936
ar_component_library|i4|o1|letters|c1,ar_component_library,AR,enacted,1,1.0,0.0,0.0,-0.37500166892826314,-1.3749998807907318
ar_component_library|i4|o1|numbers|c0,ar_component_library,AR,enacted,1,0.0,1.0,0.0,1.249999612569951,-0.5000002086162283
ar_component_library|i4|o1|numbers|c1,ar_component_library,AR,enacted,1,1.0,0.0,0.0,-0.5000007152555099,-1.6250001341104436
ar_docsection_readme|i0|o0|letters|c0,ar_docsection_readme,AR,enacted,1,0.0,0.0,1.0,-2.87499937042611,0.12500011920926823
ar_docsection_readme|i0|o0|letters|c1,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-2.8749996535480875,-2.1249998882413124
ar_docsection_readme|i0|o0|numbers|c0,ar_docsection_readme,AR,enacted,1,0.0,0.0,1.0,-2.8749997988343523,0.12499988079073177
ar_docsection_readme|i0|o0|numbers|c1,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-2.8750000558793545,-2.24999978393317
ar_docsection_readme|i0|o1|letters|c0,ar_docsection_readme,AR,enacted,1,0.0,0.0,1.0,-1.000015675894275,0.125
ar_docsection_readme|i0|o1|letters|c1,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-1.0000260766883073,-2.374999843537829
ar_docsection_readme|i0|o1|numbers|c0,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-1.3750033378542028,0.125
ar_docsection_readme|i0|o1|numbers|c1,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-1.125004470337906,-2.9999999925494194
ar_docsection_readme|i1|o0|letters|c0,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-2.4999994039537796,1.1920926823449918e-07
ar_docsection_readme|i1|o0|letters|c1,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-2.8749998956919,-2.499999843537829
ar_docsection_readme|i1|o0|numbers|c0,ar_docsection_readme,AR,enacted,1,0.0,0.0,1.0,-2.4999997019768045,0.12499976158144932
ar_docsection_readme|i1|o0|numbers|c1,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-2.874999821186087,-2.624999761581428
ar_docsection_readme|i1|o1|letters|c0,ar_docsection_readme,AR,enacted,1,0.0,0.0,1.0,-0.625004559743985,0.375
ar_docsection_readme|i1|o1|letters|c1,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-1.5000242736932776,-2.2499998286366676
ar_docsection_readme|i1|o1|numbers|c0,ar_docsection_readme,AR,enacted,1,0.0,0.0,1.0,-0.875001311301169,0.125
ar_docsection_readme|i1|o1|numbers|c1,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-1.5000070780270107,-2.999999925494201
ar_docsection_readme|i2|o0|letters|c0,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-2.9999990947547985,1.1920926823449918e-07
ar_docsection_readme|i2|o0|letters|c1,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-2.7499999627471254,-2.3749999031424736
ar_docsection_readme|i2|o0|numbers|c0,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-2.8749999664723944,-1.1920928244535389e-07
ar_docsection_readme|i2|o0|numbers|c1,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-2.7499997913837646,-2.3749996796250628
ar_docsection_readme|i2|o1|letters|c0,ar_docsection_readme,AR,enacted,1,0.0,0.0,1.0,-1.0000177918246038,0.375
ar_docsection_readme|i2|o1|letters|c1,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-0.875045417702502,-2.374999970197699
ar_docsection_readme|i2|o1|numbers|c0,ar_docsection_readme,AR,enacted,1,0.0,0.0,1.0,-1.1250033378542028,0.25
ar_docsection_readme|i2|o1|numbers|c1,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-0.7500089406566985,-2.8749999329447817
ar_docsection_readme|i3|o0|letters|c0,ar_docsection_readme,AR,enacted,1,0.0,0.0,1.0,-2.3749996572733494,0.375
ar_docsection_readme|i3|o0|letters|c1,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-2.6250001266598133,-2.374999843537829
ar_docsection_readme|i3|o0|numbers|c0,ar_docsection_readme,AR,enacted,1,0.0,0.0,1.0,-2.2499998807907176,0.37499988079071755
ar_docsection_readme|i3|o0|numbers|c1,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-2.375000335276077,-2.2499999552965164
ar_docsection_readme|i3|o1|letters|c0,ar_docsection_readme,AR,enacted,1,0.0,0.0,1.0,-0.5000034570621779,0.5
ar_docsection_readme|i3|o1|letters|c1,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-0.7500079571873428,-2.2499999776482795
ar_docsection_readme|i3|o1|numbers|c0,ar_docsection_readme,AR,enacted,1,0.0,0.0,1.0,-1.0000006556507586,0.25000011920928245
ar_docsection_readme|i3|o1|numbers|c1,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-0.7500026524032819,-2.9999998547136855
ar_docsection_readme|i4|o0|letters|c0,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-2.9999995082617943,-0.375
ar_docsection_readme|i4|o0|letters|c1,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-3.3749998770654486,-2.62499975413089
ar_docsection_readme|i4|o0|numbers|c0,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-2.9999997243285463,-0.375
ar_docsection_readme|i4|o0|numbers|c1,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-3.249999910593033,-2.6249999925494265
ar_docsection_readme|i4|o1|letters|c0,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-1.000025957479039,-0.125
ar_docsection_readme|i4|o1|letters|c1,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-1.0000354641342781,-2.3749999254942153
ar_docsection_readme|i4|o1|numbers|c0,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-1.0000028610184089,-0.25000011920926823
ar_docsection_readme|i4|o1|numbers|c1,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-1.1250062584676996,-3.1249998584389758
ar_execmode_ingest|i0|o0|letters|c0,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-4.499999364838452,-0.9999999701976776
ar_execmode_ingest|i0|o0|letters|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-2.8749997913837717,-2.750000074505806
ar_execmode_ingest|i0|o0|numbers|c0,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-4.749999936670086,-1.000000178813906
ar_execmode_ingest|i0|o0|numbers|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-2.8750000521540358,-3.0000000670552254
ar_execmode_ingest|i0|o1|letters|c0,ar_execmode_ingest,AR,enacted,1,1.0,1.0,1.0,1.1920928244535389e-07,1.3749999850988388
ar_execmode_ingest|i0|o1|letters|c1,ar_execmode_ingest,AR,enacted,1,0.0,1.0,0.0,1.4999999850988388,-2.124999836087248
ar_execmode_ingest|i0|o1|numbers|c0,ar_execmode_ingest,AR,enacted,1,1.0,1.0,1.0,1.1920928244535389e-07,1.3749999850988388
ar_execmode_ingest|i0|o1|numbers|c1,ar_execmode_ingest,AR,enacted,1,0.0,1.0,0.0,1.37500008940696,-1.9999998509883952
ar_execmode_ingest|i1|o0|letters|c0,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-3.249993823488687,-0.25
ar_execmode_ingest|i1|o0|letters|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-2.624999806284926,-2.749999962747097
ar_execmode_ingest|i1|o0|numbers|c0,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-3.374997232113394,-0.5000001192092824
ar_execmode_ingest|i1|o0|numbers|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-3.124999936670065,-2.8749999701976776
ar_execmode_ingest|i1|o1|letters|c0,ar_execmode_ingest,AR,enacted,1,1.0,1.0,1.0,1.2500003576278118,1.9999998807907104
ar_execmode_ingest|i1|o1|letters|c1,ar_execmode_ingest,AR,enacted,1,0.0,1.0,0.0,1.2499990761285673,-1.7499997466802881
ar_execmode_ingest|i1|o1|numbers|c0,ar_execmode_ingest,AR,enacted,1,1.0,1.0,1.0,1.1250001192092824,1.875000014901154
ar_execmode_ingest|i1|o1|numbers|c1,ar_execmode_ingest,AR,enacted,1,0.0,1.0,0.0,0.9999996423722379,-1.6249998509883952
ar_execmode_ingest|i2|o0|letters|c0,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-3.6249982640163054,-0.750000178813913
ar_execmode_ingest|i2|o0|letters|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-2.7500003911554245,-2.8749999925494194
ar_execmode_ingest|i2|o0|numbers|c0,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-3.4999994877728042,-1.0000002384185507
ar_execmode_ingest|i2|o0|numbers|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-2.8750003315507797,-3.125000011175871
ar_execmode_ingest|i2|o1|letters|c0,ar_execmode_ingest,AR,enacted,1,1.0,1.0,1.0,1.1250002384185507,1.8749999701976776
ar_execmode_ingest|i2|o1|letters|c1,ar_execmode_ingest,AR,enacted,1,0.0,1.0,0.0,1.7499998062849542,-1.8749997466803165
ar_execmode_ingest|i2|o1|numbers|c0,ar_execmode_ingest,AR,enacted,1,1.0,1.0,1.0,0.8750002682208731,1.7500000298023224
ar_execmode_ingest|i2|o1|numbers|c1,ar_execmode_ingest,AR,enacted,1,0.0,1.0,0.0,1.3749998509883952,-1.8749995827675434
ar_execmode_ingest|i3|o0|letters|c0,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-3.3749999627471183,-0.7500000298023224
ar_execmode_ingest|i3|o0|letters|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-2.249999806284933,-2.874999951571226
ar_execmode_ingest|i3|o0|numbers|c0,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-3.124999605119335,-0.8750001490116048
ar_execmode_ingest|i3|o0|numbers|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-2.2500001192092896,-3.2500000186264444
ar_execmode_ingest|i3|o1|letters|c0,ar_execmode_ingest,AR,enacted,1,1.0,1.0,1.0,0.6249999403953836,1.375000163912766
ar_execmode_ingest|i3|o1|letters|c1,ar_execmode_ingest,AR,enacted,1,0.0,1.0,0.0,1.7500000596046448,-1.999999821186087
ar_execmode_ingest|i3|o1|numbers|c0,ar_execmode_ingest,AR,enacted,1,1.0,1.0,1.0,0.125,1.6250000596046377
ar_execmode_ingest|i3|o1|numbers|c1,ar_execmode_ingest,AR,enacted,1,0.0,1.0,0.0,1.3749999552965164,-2.1249997913837717
ar_execmode_ingest|i4|o0|letters|c0,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-3.7499969042889845,-0.7499999403953552
ar_execmode_ingest|i4|o0|letters|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-3.2500001266598204,-3.000000037252903
ar_execmode_ingest|i4|o0|numbers|c0,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-3.8749988321221664,-0.8750000596046377
ar_execmode_ingest|i4|o0|numbers|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-3.5000003110617115,-3.1250000931322575
ar_execmode_ingest|i4|o1|letters|c0,ar_execmode_ingest,AR,enacted,1,1.0,1.0,1.0,0.7500002086162283,1.25
ar_execmode_ingest|i4|o1|letters|c1,ar_execmode_ingest,AR,enacted,1,0.0,1.0,0.0,1.249999642372238,-2.374999821186087
ar_execmode_ingest|i4|o1|numbers|c0,ar_execmode_ingest,AR,enacted,1,1.0,1.0,1.0,0.2500002384185507,1.25
ar_execmode_ingest|i4|o1|numbers|c1,ar_execmode_ingest,AR,enacted,1,0.0,1.0,0.0,0.9999999403953765,-1.999999731779127
ar_execmode_migration|i0|o0|letters|c0,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-3.1249877177942764,-0.375
ar_execmode_migration|i0|o0|letters|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-2.500000193715067,-2.624999910593033
ar_execmode_migration|i0|o0|numbers|c0,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-2.7499956116184805,-0.5
ar_execmode_migration|i0|o0|numbers|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-2.7500002905725935,-2.7500000931322575
ar_execmode_migration|i0|o1|letters|c0,ar_execmode_migration,AR,enacted,1,1.0,1.0,1.0,1.6250002533196906,1.9999999403953552
ar_execmode_migration|i0|o1|letters|c1,ar_execmode_migration,AR,enacted,1,0.0,1.0,0.0,1.4999976754220299,-1.1249998807907318
ar_execmode_migration|i0|o1|numbers|c0,ar_execmode_migration,AR,enacted,1,1.0,1.0,1.0,1.5000003427266506,2.0000001341104436
ar_execmode_migration|i0|o1|numbers|c1,ar_execmode_migration,AR,enacted,1,0.0,1.0,0.0,1.1249988675126517,-0.9999997317791269
ar_execmode_migration|i1|o0|letters|c0,ar_execmode_migration,AR,enacted,1,0.0,0.0,1.0,-2.874987814651824,0.37499988079073177
ar_execmode_migration|i1|o0|letters|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-2.7500001192092824,-2.6250001043081284
ar_execmode_migration|i1|o0|numbers|c0,ar_execmode_migration,AR,enacted,1,0.0,0.0,1.0,-2.999997414652391,0.49999988079071755
ar_execmode_migration|i1|o0|numbers|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-3.125000175088637,-2.6250001192092824
ar_execmode_migration|i1|o1|letters|c0,ar_execmode_migration,AR,enacted,1,1.0,1.0,1.0,1.8750002235174108,2.125000037252903
ar_execmode_migration|i1|o1|letters|c1,ar_execmode_migration,AR,enacted,1,0.0,1.0,0.0,1.7499984055771094,-1.4999997317791482
ar_execmode_migration|i1|o1|numbers|c0,ar_execmode_migration,AR,enacted,1,1.0,1.0,1.0,1.6250000596046377,2.1250002086162496
ar_execmode_migration|i1|o1|numbers|c1,ar_execmode_migration,AR,enacted,1,0.0,1.0,0.0,1.2499997317791482,-1.624999806284933
ar_execmode_migration|i2|o0|letters|c0,ar_execmode_migration,AR,enacted,1,0.0,0.0,1.0,-2.749983426325336,0.25
ar_execmode_migration|i2|o0|letters|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-2.7500002346932675,-2.499999962747097
ar_execmode_migration|i2|o0|numbers|c0,ar_execmode_migration,AR,enacted,1,0.0,0.0,1.0,-2.749993957598228,0.24999988079071755
ar_execmode_migration|i2|o0|numbers|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-2.8750000968575264,-2.6250000298023224
ar_execmode_migration|i2|o1|letters|c0,ar_execmode_migration,AR,enacted,1,1.0,1.0,1.0,1.6250001639127518,1.7499999701976776
ar_execmode_migration|i2|o1|letters|c1,ar_execmode_migration,AR,enacted,1,0.0,1.0,0.0,1.2499985396874465,-1.9999998509884094
ar_execmode_migration|i2|o1|numbers|c0,ar_execmode_migration,AR,enacted,1,1.0,1.0,1.0,1.5000001490116048,1.7500000447034836
ar_execmode_migration|i2|o1|numbers|c1,ar_execmode_migration,AR,enacted,1,0.0,1.0,0.0,1.1249992251400656,-1.7499997168779657
ar_execmode_migration|i3|o0|letters|c0,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-3.4999998416751836,-0.7499999701976776
ar_execmode_migration|i3|o0|letters|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-2.6250000372528746,-2.8749998919665813
ar_execmode_migration|i3|o0|numbers|c0,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-3.0000000558793545,-0.5000000894069601
ar_execmode_migration|i3|o0|numbers|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-2.375000178813913,-3.1250001080334187
ar_execmode_migration|i3|o1|letters|c0,ar_execmode_migration,AR,enacted,1,1.0,1.0,1.0,1.1250000894069458,2.1250001341104436
ar_execmode_migration|i3|o1|letters|c1,ar_execmode_migration,AR,enacted,1,0.0,1.0,0.0,2.2500001192092896,-1.375
ar_execmode_migration|i3|o1|numbers|c0,ar_execmode_migration,AR,enacted,1,1.0,1.0,1.0,0.6250001192092824,2.000000223517411
ar_execmode_migration|i3|o1|numbers|c1,ar_execmode_migration,AR,enacted,1,0.0,1.0,0.0,1.5000000745057989,-1.3749998956918787
ar_execmode_migration|i4|o0|letters|c0,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-2.499993063534923,0.125
ar_execmode_migration|i4|o0|letters|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-2.4999998807907104,-2.625000014901161
ar_execmode_migration|i4|o0|numbers|c0,ar_execmode_migration,AR,enacted,1,0.0,0.0,1.0,-2.624997094278335,0.12499988079071755
ar_execmode_migration|i4|o0|numbers|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-2.7500000223517347,-2.7499999664723873
ar_execmode_migration|i4|o1|letters|c0,ar_execmode_migration,AR,enacted,1,1.0,1.0,1.0,1.500000163912766,1.6249999701976776
ar_execmode_migration|i4|o1|letters|c1,ar_execmode_migration,AR,enacted,1,0.0,1.0,0.0,1.3749996125699155,-1.7499997913837717
ar_execmode_migration|i4|o1|numbers|c0,ar_execmode_migration,AR,enacted,1,1.0,1.0,1.0,1.3750001192092824,1.7500001043081213
ar_execmode_migration|i4|o1|numbers|c1,ar_execmode_migration,AR,enacted,1,0.0,1.0,0.0,1.2499998509884094,-1.49999991059304
ar_logformat_service|i0|o0|letters|c0,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-5.250000274274477,-0.7500003576278118
ar_logformat_service|i0|o0|letters|c1,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-4.12500290013395,-2.7500001043081284
ar_logformat_service|i0|o0|numbers|c0,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-5.624999882886165,-0.8750002384185507
ar_logformat_service|i0|o0|numbers|c1,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-4.125003481277872,-2.8749999031424522
ar_logformat_service|i0|o1|letters|c0,ar_logformat_service,AR,enacted,1,0.0,1.0,0.0,0.7500001788139059,-0.12500011920928245
ar_logformat_service|i0|o1|letters|c1,ar_logformat_service,AR,enacted,1,0.0,1.0,0.0,1.7499999254942153,-3.1249999552965164
ar_logformat_service|i0|o1|numbers|c0,ar_logformat_service,AR,enacted,1,0.0,1.0,0.0,0.25000011920928245,-1.1920928244535389e-07
ar_logformat_service|i0|o1|numbers|c1,ar_logformat_service,AR,enacted,1,0.0,1.0,0.0,1.6249995231629555,-3.375000014901161
ar_logformat_service|i1|o0|letters|c0,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-4.625000081025121,-0.2500002384185507
ar_logformat_service|i1|o0|letters|c1,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-3.750001600010819,-3.1250000596046235
ar_logformat_service|i1|o0|numbers|c0,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-4.999999766703837,-0.2500002384185507
ar_logformat_service|i1|o0|numbers|c1,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-3.875001665203513,-2.9999999329447746
ar_logformat_service|i1|o1|letters|c0,ar_logformat_service,AR,enacted,1,1.0,1.0,1.0,1.125000268220873,0.6249998211860728
ar_logformat_service|i1|o1|letters|c1,ar_logformat_service,AR,enacted,1,0.0,1.0,0.0,1.6249994784595216,-3.249999899417162
ar_logformat_service|i1|o1|numbers|c0,ar_logformat_service,AR,enacted,1,1.0,1.0,1.0,0.6250002682208731,0.49999988079071755
ar_logformat_service|i1|o1|numbers|c1,ar_logformat_service,AR,enacted,1,0.0,1.0,0.0,1.6249979287408607,-3.499999949708581
ar_logformat_service|i2|o0|letters|c0,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-5.000000061001579,-0.5000003278254894
ar_logformat_service|i2|o0|letters|c1,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-4.125002786512596,-3.1250000335275914
ar_logformat_service|i2|o0|numbers|c0,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-5.625000035855919,-0.5000002384185507
ar_logformat_service|i2|o0|numbers|c1,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-4.375006738096545,-3.1249999813735485
ar_logformat_service|i2|o1|letters|c0,ar_logformat_service,AR,enacted,1,1.0,1.0,1.0,1.1250003874301342,0.37499988079071755
ar_logformat_service|i2|o1|letters|c1,ar_logformat_service,AR,enacted,1,0.0,1.0,0.0,1.6249998062849542,-3.2500001043081284
ar_logformat_service|i2|o1|numbers|c0,ar_logformat_service,AR,enacted,1,1.0,1.0,1.0,0.7500002682208731,0.24999988079071755
ar_logformat_service|i2|o1|numbers|c1,ar_logformat_service,AR,enacted,1,0.0,1.0,0.0,1.8749995976687543,-3.624999914318323
ar_logformat_service|i3|o0|letters|c0,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-3.999999964609735,-0.2500002384185507
ar_logformat_service|i3|o0|letters|c1,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-3.375000957399152,-2.750000126659849
ar_logformat_service|i3|o0|numbers|c0,ar_logformat_service,AR,enacted,1,0.0,0.0,1.0,-4.624999783933163,0.12499976158144932
ar_logformat_service|i3|o0|numbers|c1,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-3.0000010952347793,-2.6250001415610242
ar_logformat_service|i3|o1|letters|c0,ar_logformat_service,AR,enacted,1,1.0,1.0,1.0,0.8750001490115906,0.6249999403953552
ar_logformat_service|i3|o1|letters|c1,ar_logformat_service,AR,enacted,1,0.0,1.0,0.0,1.7500000149011612,-2.8750001154839993
ar_logformat_service|i3|o1|numbers|c0,ar_logformat_service,AR,enacted,1,1.0,1.0,1.0,0.37500011920928245,0.6249998807907176
ar_logformat_service|i3|o1|numbers|c1,ar_logformat_service,AR,enacted,1,0.0,1.0,0.0,1.3749995380641167,-3.6249998062849116
ar_logformat_service|i4|o0|letters|c0,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-5.374999871477485,-0.2500002384185507
ar_logformat_service|i4|o0|letters|c1,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-4.375000779516824,-2.9999999292194843
ar_logformat_service|i4|o0|numbers|c0,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-5.874999976018472,-0.2500002384185507
ar_logformat_service|i4|o0|numbers|c1,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-4.500000472180432,-2.8749999180436134
